stocksymbol,time,quantity,price,stock_name
s25286,250,7374,246,Stock_25286
s12226,251,6545,70,Stock_12226
s41445,252,653,142,Stock_41445
s33927,253,8611,494,Stock_33927
s20114,254,5235,217,Stock_20114
s28529,255,1089,156,Stock_28529
s29660,256,9201,496,Stock_29660
s6522,257,4690,397,Stock_6522
s834,258,7292,448,Stock_834
s38155,259,1417,53,Stock_38155
s23113,260,6976,314,Stock_23113
s37712,261,8187,149,Stock_37712
s11466,262,1318,289,Stock_11466
s21875,263,4156,270,Stock_21875
s29134,264,7438,477,Stock_29134
s36167,265,2541,177,Stock_36167
s40286,266,1391,79,Stock_40286
s48601,267,2068,414,Stock_48601
s42661,268,597,369,Stock_42661
s21107,269,4840,230,Stock_21107
s35836,270,9559,287,Stock_35836
s49503,271,5915,389,Stock_49503
s49484,272,1802,177,Stock_49484
s715,273,600,105,Stock_715
s13451,274,2813,55,Stock_13451
s27570,275,8276,164,Stock_27570
s37334,276,468,478,Stock_37334
s27458,277,9011,89,Stock_27458
s30884,278,6255,152,Stock_30884
s40903,279,4833,306,Stock_40903
s26892,280,1974,92,Stock_26892
s8333,281,444,440,Stock_8333
s19390,282,5655,60,Stock_19390
s5601,283,2303,445,Stock_5601
s260,284,7677,441,Stock_260
s22321,285,2839,470,Stock_22321
s44285,286,5514,381,Stock_44285
s42920,287,7282,457,Stock_42920
s10236,288,7583,449,Stock_10236
s32485,289,2925,271,Stock_32485
s15260,290,1466,488,Stock_15260
s33762,291,5313,322,Stock_33762
s3234,292,5168,449,Stock_3234
s31534,293,4071,248,Stock_31534
s44229,294,1941,408,Stock_44229
s30449,295,2758,304,Stock_30449
s1947,296,3215,229,Stock_1947
s38905,297,9296,233,Stock_38905
s16529,298,9023,386,Stock_16529
s36312,299,2501,198,Stock_36312
s37390,300,3291,202,Stock_37390
s38044,301,8709,495,Stock_38044
s11005,302,2604,123,Stock_11005
s47215,303,8697,471,Stock_47215
s37561,304,217,489,Stock_37561
s28076,305,8448,219,Stock_28076
s44147,306,7438,244,Stock_44147
s23621,307,2861,388,Stock_23621
s38534,308,3559,247,Stock_38534
s5156,309,2898,171,Stock_5156
s18973,310,9538,92,Stock_18973
s32197,311,6815,416,Stock_32197
s10568,312,1827,450,Stock_10568
s26133,313,4195,430,Stock_26133
s38628,314,5653,459,Stock_38628
s29209,315,132,123,Stock_29209
s48628,316,5186,323,Stock_48628
s28141,317,5727,493,Stock_28141
s29404,318,5302,450,Stock_29404
s33425,319,2994,222,Stock_33425
s19782,320,6505,313,Stock_19782
s43901,321,7409,404,Stock_43901
s9185,322,945,318,Stock_9185
s43410,323,8879,70,Stock_43410
s44249,324,6520,406,Stock_44249
s40050,325,3484,229,Stock_40050
s15944,326,7956,451,Stock_15944
s31937,327,2429,457,Stock_31937
s37439,328,9590,307,Stock_37439
s43855,329,9894,331,Stock_43855
s49469,330,2510,72,Stock_49469
s25110,331,5759,206,Stock_25110
s45376,332,1631,172,Stock_45376
s17168,333,7765,489,Stock_17168
s23459,334,2918,329,Stock_23459
s5692,335,3015,364,Stock_5692
s31779,336,1681,140,Stock_31779
s42607,337,7284,92,Stock_42607
s31495,338,6645,195,Stock_31495
s7085,339,3899,106,Stock_7085
s10540,340,6691,367,Stock_10540
s32124,341,5575,463,Stock_32124
s22005,342,9087,80,Stock_22005
s4433,343,1089,451,Stock_4433
s19002,344,6826,317,Stock_19002
s4389,345,4442,88,Stock_4389
s39642,346,1349,462,Stock_39642
s45820,347,7101,67,Stock_45820
s30982,348,2796,372,Stock_30982
s2587,349,988,491,Stock_2587
s19409,350,1132,136,Stock_19409
s48759,351,2472,494,Stock_48759
s7943,352,1841,437,Stock_7943
s30367,353,2340,231,Stock_30367
s3724,354,8937,451,Stock_3724
s49979,355,5145,452,Stock_49979
s18856,356,8146,442,Stock_18856
s10806,357,2603,171,Stock_10806
s404,358,8678,285,Stock_404
s43214,359,5202,313,Stock_43214
s11957,360,4772,309,Stock_11957
s19801,361,9454,405,Stock_19801
s14378,362,3823,440,Stock_14378
s42619,363,6797,342,Stock_42619
s21802,364,8389,57,Stock_21802
s43039,365,2204,135,Stock_43039
s20541,366,5605,73,Stock_20541
s46025,367,9316,103,Stock_46025
s31398,368,3652,241,Stock_31398
s43243,369,7753,411,Stock_43243
s10597,370,9307,449,Stock_10597
s42149,371,1597,160,Stock_42149
s18934,372,7799,406,Stock_18934
s34326,373,4479,142,Stock_34326
s22710,374,1837,205,Stock_22710
s25656,375,1387,212,Stock_25656
s12154,376,7805,61,Stock_12154
s47004,377,9400,359,Stock_47004
s8393,378,6236,117,Stock_8393
s48566,379,2106,81,Stock_48566
s40703,380,4455,256,Stock_40703
s40081,381,178,225,Stock_40081
s33254,382,8887,353,Stock_33254
s15336,383,9373,133,Stock_15336
s16085,384,6724,111,Stock_16085
s31814,385,1909,62,Stock_31814
s7538,386,4985,474,Stock_7538
s37627,387,4859,423,Stock_37627
s24673,388,8060,430,Stock_24673
s21446,389,6858,392,Stock_21446
s5252,390,1887,409,Stock_5252
s16349,391,4786,343,Stock_16349
s34395,392,4452,152,Stock_34395
s12101,393,4934,56,Stock_12101
s6504,394,5790,81,Stock_6504
s6137,395,1396,168,Stock_6137
s34997,396,6904,306,Stock_34997
s10135,397,1753,475,Stock_10135
s40304,398,9981,206,Stock_40304
s8094,399,6175,282,Stock_8094
s25569,400,5255,464,Stock_25569
s47144,401,4316,409,Stock_47144
s12547,402,6036,136,Stock_12547
s28385,403,3705,211,Stock_28385
s12642,404,6164,435,Stock_12642
s17711,405,8498,358,Stock_17711
s31090,406,7751,114,Stock_31090
s45252,407,9645,463,Stock_45252
s25516,408,5273,236,Stock_25516
s19293,409,150,229,Stock_19293
s452,410,6076,125,Stock_452
s5370,411,4693,85,Stock_5370
s13616,412,1724,51,Stock_13616
s22078,413,8611,299,Stock_22078
s45585,414,1532,216,Stock_45585
s35739,415,5104,55,Stock_35739
s46000,416,9341,136,Stock_46000
s19889,417,2927,366,Stock_19889
s24541,418,3297,198,Stock_24541
s31944,419,6804,254,Stock_31944
s1257,420,2850,355,Stock_1257
s23662,421,7483,131,Stock_23662
s406,422,6106,418,Stock_406
s12970,423,4926,333,Stock_12970
s49628,424,3766,230,Stock_49628
s38817,425,4597,456,Stock_38817
s22342,426,6174,416,Stock_22342
s18585,427,9805,212,Stock_18585
s45643,428,7543,145,Stock_45643
s14005,429,7169,156,Stock_14005
s24372,430,5027,315,Stock_24372
s11940,431,6238,465,Stock_11940
s25013,432,5601,388,Stock_25013
s38015,433,229,74,Stock_38015
s35743,434,2632,177,Stock_35743
s4156,435,598,361,Stock_4156
s44526,436,7662,131,Stock_44526
s47076,437,9849,243,Stock_47076
s31519,438,7587,446,Stock_31519
s46248,439,8924,498,Stock_46248
s1963,440,2687,327,Stock_1963
s47432,441,6597,243,Stock_47432
s19912,442,1399,343,Stock_19912
s9646,443,8408,120,Stock_9646
s10480,444,8488,217,Stock_10480
s12391,445,505,187,Stock_12391
s45812,446,778,264,Stock_45812
s45826,447,2193,77,Stock_45826
s39119,448,9427,377,Stock_39119
s6093,449,5114,491,Stock_6093
s46061,450,3687,458,Stock_46061
s46476,451,4728,108,Stock_46476
s4455,452,272,127,Stock_4455
s9206,453,3927,417,Stock_9206
s3244,454,381,104,Stock_3244
s39867,455,3311,76,Stock_39867
s37242,456,1906,457,Stock_37242
s28857,457,1236,175,Stock_28857
s17358,458,2372,249,Stock_17358
s16400,459,4064,176,Stock_16400
s45414,460,9893,325,Stock_45414
s12739,461,9148,259,Stock_12739
s10390,462,8535,202,Stock_10390
s41017,463,9799,258,Stock_41017
s40025,464,7080,263,Stock_40025
s18259,465,8793,257,Stock_18259
s10587,466,8006,152,Stock_10587
s26270,467,4619,426,Stock_26270
s25396,468,8490,113,Stock_25396
s15489,469,5924,400,Stock_15489
s36767,470,4027,342,Stock_36767
s34523,471,1513,143,Stock_34523
s30485,472,2857,91,Stock_30485
s28476,473,9926,57,Stock_28476
s16096,474,4263,148,Stock_16096
s3482,475,6665,66,Stock_3482
s35976,476,5288,264,Stock_35976
s7038,477,9457,78,Stock_7038
s31834,478,4486,438,Stock_31834
s45488,479,3992,261,Stock_45488
s15212,480,5066,407,Stock_15212
s16761,481,4270,181,Stock_16761
s23032,482,6338,435,Stock_23032
s24455,483,4365,204,Stock_24455
s23590,484,2355,381,Stock_23590
s33661,485,1183,416,Stock_33661
s512,486,1346,57,Stock_512
s14957,487,6821,276,Stock_14957
s37637,488,332,365,Stock_37637
s25395,489,833,234,Stock_25395
s34536,490,3520,374,Stock_34536
s31398,491,715,239,Stock_31398
s35717,492,2902,259,Stock_35717
s43904,493,1568,493,Stock_43904
s22233,494,5645,98,Stock_22233
s5470,495,9199,286,Stock_5470
s1761,496,1780,66,Stock_1761
s33466,497,4314,60,Stock_33466
s32988,498,5106,191,Stock_32988
s34635,499,7112,183,Stock_34635
s6945,500,6665,167,Stock_6945
s31135,501,8804,345,Stock_31135
s10418,502,9264,346,Stock_10418
s16522,503,2582,122,Stock_16522
s47296,504,8576,208,Stock_47296
s16478,505,730,83,Stock_16478
s35192,506,5143,422,Stock_35192
s22328,507,4306,427,Stock_22328
s3783,508,8050,342,Stock_3783
s10280,509,848,406,Stock_10280
s22960,510,5648,374,Stock_22960
s33769,511,8189,378,Stock_33769
s16932,512,3693,216,Stock_16932
s40944,513,8398,81,Stock_40944
s49304,514,5545,187,Stock_49304
s12398,515,1895,270,Stock_12398
s35006,516,4084,103,Stock_35006
s16453,517,8477,358,Stock_16453
s47801,518,2721,480,Stock_47801
s7706,519,7366,232,Stock_7706
s18712,520,725,441,Stock_18712
s35443,521,127,261,Stock_35443
s12053,522,9368,480,Stock_12053
s17376,523,2699,102,Stock_17376
s22172,524,5586,147,Stock_22172
s35789,525,506,399,Stock_35789
s7968,526,343,216,Stock_7968
s6453,527,485,412,Stock_6453
s36904,528,6925,413,Stock_36904
s16636,529,8022,415,Stock_16636
s7956,530,4772,442,Stock_7956
s46101,531,8351,371,Stock_46101
s41967,532,2126,446,Stock_41967
s45201,533,7400,364,Stock_45201
s17135,534,8902,413,Stock_17135
s6274,535,9404,78,Stock_6274
s21324,536,3403,396,Stock_21324
s46640,537,3938,66,Stock_46640
s41877,538,4044,353,Stock_41877
s4828,539,3950,297,Stock_4828
s18912,540,5959,448,Stock_18912
s39966,541,8471,103,Stock_39966
s45835,542,3620,409,Stock_45835
s49541,543,119,403,Stock_49541
s35436,544,1736,479,Stock_35436
s20031,545,2327,95,Stock_20031
s14015,546,7626,61,Stock_14015
s15129,547,9694,410,Stock_15129
s32954,548,4761,195,Stock_32954
s40525,549,9745,215,Stock_40525
s16176,550,7680,85,Stock_16176
s45586,551,8931,83,Stock_45586
s21048,552,3485,180,Stock_21048
s28398,553,1968,81,Stock_28398
s40447,554,3122,490,Stock_40447
s48007,555,9863,63,Stock_48007
s26588,556,7240,110,Stock_26588
s10438,557,6462,340,Stock_10438
s42193,558,1713,474,Stock_42193
s21618,559,9002,441,Stock_21618
s18751,560,5555,158,Stock_18751
s34861,561,6911,89,Stock_34861
s40428,562,1034,262,Stock_40428
s9239,563,8281,64,Stock_9239
s29477,564,7779,252,Stock_29477
s16772,565,9746,243,Stock_16772
s33734,566,7980,53,Stock_33734
s23169,567,3133,216,Stock_23169
s31166,568,8764,368,Stock_31166
s17780,569,2113,483,Stock_17780
s13915,570,2218,293,Stock_13915
s3676,571,1820,290,Stock_3676
s32078,572,7987,174,Stock_32078
s40147,573,2690,253,Stock_40147
s14960,574,8930,384,Stock_14960
s25237,575,5459,415,Stock_25237
s6416,576,8199,323,Stock_6416
s22918,577,1260,80,Stock_22918
s3937,578,5741,426,Stock_3937
s18934,579,2209,409,Stock_18934
s39417,580,9820,198,Stock_39417
s36982,581,1127,259,Stock_36982
s30607,582,9137,460,Stock_30607
s39226,583,7046,458,Stock_39226
s3025,584,3929,87,Stock_3025
s39371,585,8299,232,Stock_39371
s25201,586,6186,114,Stock_25201
s25125,587,5298,262,Stock_25125
s19829,588,7606,243,Stock_19829
s46014,589,8039,326,Stock_46014
s9510,590,7284,362,Stock_9510
s39356,591,144,214,Stock_39356
s26945,592,5027,112,Stock_26945
s26199,593,1427,266,Stock_26199
s46897,594,6337,355,Stock_46897
s36131,595,1635,94,Stock_36131
s18850,596,5962,156,Stock_18850
s38642,597,4827,60,Stock_38642
s13254,598,5288,124,Stock_13254
s28719,599,5080,121,Stock_28719
s22633,600,7054,481,Stock_22633
s24291,601,9959,443,Stock_24291
s32406,602,6842,388,Stock_32406
s38171,603,9698,453,Stock_38171
s18865,604,7162,341,Stock_18865
s34015,605,7408,260,Stock_34015
s48422,606,8559,268,Stock_48422
s41187,607,9445,467,Stock_41187
s39039,608,266,76,Stock_39039
s38267,609,7757,335,Stock_38267
s46156,610,2962,307,Stock_46156
s15930,611,2051,254,Stock_15930
s9222,612,293,183,Stock_9222
s49435,613,1973,440,Stock_49435
s21318,614,4093,303,Stock_21318
s17490,615,9770,493,Stock_17490
s18019,616,7047,188,Stock_18019
s22311,617,782,198,Stock_22311
s16409,618,9366,498,Stock_16409
s18432,619,7983,71,Stock_18432
s25742,620,3553,332,Stock_25742
s35626,621,3949,206,Stock_35626
s25332,622,1655,51,Stock_25332
s27786,623,4005,85,Stock_27786
s20722,624,1752,87,Stock_20722
s39756,625,6155,232,Stock_39756
s49146,626,8041,435,Stock_49146
s12395,627,7982,77,Stock_12395
s5801,628,1239,325,Stock_5801
s33377,629,3742,56,Stock_33377
s36950,630,7837,309,Stock_36950
s15913,631,5108,363,Stock_15913
s38959,632,430,308,Stock_38959
s5085,633,3063,434,Stock_5085
s41827,634,4204,227,Stock_41827
s9514,635,6277,57,Stock_9514
s15633,636,4845,168,Stock_15633
s24737,637,2592,62,Stock_24737
s45881,638,2054,150,Stock_45881
s36216,639,822,127,Stock_36216
s17505,640,2203,150,Stock_17505
s22468,641,9440,443,Stock_22468
s14130,642,4191,382,Stock_14130
s14387,643,5793,188,Stock_14387
s46978,644,942,176,Stock_46978
s1216,645,6220,280,Stock_1216
s16912,646,1440,169,Stock_16912
s19254,647,3349,441,Stock_19254
s18444,648,9275,183,Stock_18444
s3274,649,4227,298,Stock_3274
s45715,650,2726,370,Stock_45715
s23098,651,7749,332,Stock_23098
s5002,652,1303,116,Stock_5002
s11116,653,1923,355,Stock_11116
s20126,654,6489,382,Stock_20126
s25720,655,5235,377,Stock_25720
s44357,656,7968,168,Stock_44357
s43089,657,6159,93,Stock_43089
s48094,658,5376,386,Stock_48094
s488,659,4812,340,Stock_488
s5484,660,6326,74,Stock_5484
s35105,661,6414,271,Stock_35105
s32391,662,1114,279,Stock_32391
s1458,663,7220,259,Stock_1458
s20997,664,4463,298,Stock_20997
s2170,665,1577,125,Stock_2170
s616,666,4563,157,Stock_616
s26116,667,4839,424,Stock_26116
s24949,668,6733,378,Stock_24949
s4952,669,9307,162,Stock_4952
s37052,670,4400,319,Stock_37052
s19385,671,5457,201,Stock_19385
s41302,672,9812,283,Stock_41302
s33573,673,5685,104,Stock_33573
s7317,674,5482,478,Stock_7317
s30996,675,8116,355,Stock_30996
s37440,676,8674,478,Stock_37440
s49898,677,780,62,Stock_49898
s40339,678,5239,481,Stock_40339
s7517,679,8446,168,Stock_7517
s8152,680,2524,266,Stock_8152
s10563,681,9674,291,Stock_10563
s3672,682,4002,257,Stock_3672
s47680,683,963,272,Stock_47680
s17915,684,3898,429,Stock_17915
s10275,685,1065,86,Stock_10275
s13398,686,7293,478,Stock_13398
s46552,687,8616,373,Stock_46552
s31011,688,2637,469,Stock_31011
s21915,689,1582,433,Stock_21915
s2694,690,770,364,Stock_2694
s15234,691,5614,369,Stock_15234
s46786,692,3008,305,Stock_46786
s7562,693,9175,174,Stock_7562
s24702,694,3923,141,Stock_24702
s11699,695,8841,220,Stock_11699
s15088,696,6249,471,Stock_15088
s14469,697,9288,167,Stock_14469
s43810,698,4388,212,Stock_43810
s45735,699,2004,88,Stock_45735
s40725,700,7092,223,Stock_40725
s9120,701,1011,472,Stock_9120
s5386,702,6390,227,Stock_5386
s11597,703,1600,210,Stock_11597
s5272,704,1637,160,Stock_5272
s588,705,8540,126,Stock_588
s11905,706,2900,134,Stock_11905
s16864,707,6903,128,Stock_16864
s21580,708,3325,244,Stock_21580
s43123,709,5659,311,Stock_43123
s40059,710,9078,167,Stock_40059
s10490,711,4596,418,Stock_10490
s1452,712,6433,483,Stock_1452
s34886,713,877,219,Stock_34886
s10215,714,2562,67,Stock_10215
s10902,715,5057,329,Stock_10902
s14013,716,9027,122,Stock_14013
s15942,717,5290,124,Stock_15942
s27790,718,6326,469,Stock_27790
s28765,719,7747,398,Stock_28765
s45226,720,9952,89,Stock_45226
s45653,721,3258,460,Stock_45653
s24381,722,8385,306,Stock_24381
s39380,723,6229,96,Stock_39380
s14033,724,5909,307,Stock_14033
s46195,725,6673,345,Stock_46195
s45315,726,4770,498,Stock_45315
s7552,727,719,363,Stock_7552
s41789,728,4992,476,Stock_41789
s30284,729,8532,494,Stock_30284
s45581,730,7728,89,Stock_45581
s41670,731,8759,321,Stock_41670
s47622,732,2354,354,Stock_47622
s10651,733,1423,375,Stock_10651
s1361,734,7749,323,Stock_1361
s41779,735,197,442,Stock_41779
s2676,736,8240,250,Stock_2676
s12386,737,6970,100,Stock_12386
s29822,738,6039,180,Stock_29822
s34921,739,5957,410,Stock_34921
s25035,740,8601,427,Stock_25035
s24586,741,232,386,Stock_24586
s11393,742,7101,103,Stock_11393
s34090,743,8627,275,Stock_34090
s5765,744,962,63,Stock_5765
s20195,745,1418,160,Stock_20195
s14195,746,6872,210,Stock_14195
s24559,747,1221,433,Stock_24559
s40554,748,3125,54,Stock_40554
s33084,749,1139,265,Stock_33084
s1671,750,3413,234,Stock_1671
s9267,751,7400,251,Stock_9267
s26530,752,9980,103,Stock_26530
s30340,753,4027,257,Stock_30340
s37826,754,5172,380,Stock_37826
s16133,755,7403,143,Stock_16133
s33158,756,5539,353,Stock_33158
s29318,757,9075,470,Stock_29318
s600,758,5934,245,Stock_600
s47529,759,9007,188,Stock_47529
s25812,760,2997,465,Stock_25812
s16368,761,1755,417,Stock_16368
s44592,762,2913,116,Stock_44592
s42427,763,8489,358,Stock_42427
s20329,764,8777,212,Stock_20329
s49861,765,3508,442,Stock_49861
s12601,766,5364,467,Stock_12601
s21078,767,4218,468,Stock_21078
s37869,768,1772,183,Stock_37869
s11933,769,4111,68,Stock_11933
s41141,770,1651,376,Stock_41141
s12132,771,9537,178,Stock_12132
s37322,772,3027,252,Stock_37322
s6457,773,7656,169,Stock_6457
s18120,774,6645,148,Stock_18120
s2929,775,2539,216,Stock_2929
s27761,776,1847,231,Stock_27761
s5962,777,4002,96,Stock_5962
s34253,778,818,413,Stock_34253
s17705,779,4407,381,Stock_17705
s8881,780,3770,61,Stock_8881
s40727,781,8982,64,Stock_40727
