stocksymbol,stock_name,avg
s19104,Stock_19104,57.0000000000000000
s66312,Stock_66312,143.0000000000000000
s65406,Stock_65406,237.0000000000000000
s8740,Stock_8740,93.0000000000000000
s43106,Stock_43106,389.0000000000000000
s38724,Stock_38724,364.5000000000000000
s63954,Stock_63954,145.0000000000000000
s2605,Stock_2605,210.0000000000000000
s21783,Stock_21783,351.0000000000000000
s33183,Stock_33183,302.0000000000000000
s58641,Stock_58641,280.5000000000000000
s19779,Stock_19779,69.0000000000000000
s42762,Stock_42762,68.5000000000000000
s57283,Stock_57283,211.0000000000000000
s52651,Stock_52651,72.0000000000000000
s45695,Stock_45695,53.5000000000000000
s4686,Stock_4686,81.7500000000000000
s18270,Stock_18270,61.0000000000000000
s61497,Stock_61497,371.5000000000000000
s43531,Stock_43531,243.0000000000000000
s63450,Stock_63450,76.0000000000000000
s8436,Stock_8436,441.0000000000000000
s1831,Stock_1831,250.5000000000000000
s48176,Stock_48176,480.0000000000000000
s31600,Stock_31600,323.0000000000000000
s42267,Stock_42267,349.0000000000000000
s25311,Stock_25311,92.5000000000000000
s46506,Stock_46506,85.6666666666666667
s21035,Stock_21035,319.0000000000000000
s23184,Stock_23184,348.3333333333333333
s51404,Stock_51404,408.2000000000000000
s43217,Stock_43217,143.0000000000000000
s30180,Stock_30180,207.0000000000000000
s12400,Stock_12400,459.0000000000000000
s5518,Stock_5518,343.0000000000000000
s49771,Stock_49771,59.0000000000000000
s16876,Stock_16876,221.5000000000000000
s15719,Stock_15719,482.5000000000000000
s18757,Stock_18757,472.5000000000000000
s25316,Stock_25316,96.0000000000000000
s8207,Stock_8207,181.5000000000000000
s3904,Stock_3904,305.4000000000000000
s33449,Stock_33449,165.5000000000000000
s31385,Stock_31385,481.0000000000000000
s1327,Stock_1327,149.5000000000000000
s62349,Stock_62349,340.0000000000000000
s66124,Stock_66124,161.0000000000000000
s62133,Stock_62133,235.0000000000000000
s45635,Stock_45635,495.0000000000000000
s5195,Stock_5195,170.0000000000000000
s6480,Stock_6480,307.0000000000000000
s14093,Stock_14093,367.0000000000000000
s18949,Stock_18949,377.0000000000000000
s39534,Stock_39534,461.6666666666666667
s6511,Stock_6511,297.0000000000000000
s7611,Stock_7611,209.0000000000000000
s66363,Stock_66363,454.0000000000000000
s19804,Stock_19804,204.0000000000000000
s22973,Stock_22973,91.6666666666666667
s18395,Stock_18395,324.5000000000000000
s64891,Stock_64891,282.0000000000000000
s12036,Stock_12036,187.0000000000000000
s8218,Stock_8218,379.5000000000000000
s23969,Stock_23969,94.0000000000000000
s39641,Stock_39641,195.0000000000000000
s65072,Stock_65072,401.0000000000000000
s11639,Stock_11639,72.5000000000000000
s39455,Stock_39455,455.0000000000000000
s53225,Stock_53225,224.5000000000000000
s59182,Stock_59182,269.5000000000000000
s12173,Stock_12173,264.0000000000000000
s64249,Stock_64249,53.0000000000000000
s32670,Stock_32670,136.0000000000000000
s69634,Stock_69634,415.0000000000000000
s11322,Stock_11322,99.0000000000000000
s37007,Stock_37007,363.0000000000000000
s56510,Stock_56510,320.0000000000000000
s23863,Stock_23863,398.0000000000000000
s22868,Stock_22868,214.0000000000000000
s31852,Stock_31852,183.0000000000000000
s57752,Stock_57752,62.0000000000000000
s21905,Stock_21905,82.3333333333333333
s54410,Stock_54410,416.0000000000000000
s26152,Stock_26152,440.0000000000000000
s3140,Stock_3140,132.0000000000000000
s48882,Stock_48882,254.5000000000000000
s64283,Stock_64283,287.0000000000000000
s43976,Stock_43976,368.8000000000000000
s59299,Stock_59299,286.5000000000000000
s22267,Stock_22267,435.6666666666666667
s43409,Stock_43409,322.0000000000000000
s24657,Stock_24657,51.0000000000000000
s1431,Stock_1431,191.0000000000000000
s66998,Stock_66998,113.0000000000000000
s12997,Stock_12997,106.0000000000000000
s46727,Stock_46727,389.0000000000000000
s25915,Stock_25915,167.0000000000000000
s29405,Stock_29405,470.0000000000000000
s47178,Stock_47178,262.0000000000000000
s2106,Stock_2106,438.2500000000000000
s23676,Stock_23676,398.0000000000000000
s13899,Stock_13899,363.6000000000000000
s13992,Stock_13992,200.0000000000000000
s58168,Stock_58168,466.0000000000000000
s59238,Stock_59238,371.0000000000000000
s3350,Stock_3350,467.0000000000000000
s6143,Stock_6143,237.0000000000000000
s1381,Stock_1381,196.0000000000000000
s13405,Stock_13405,493.5000000000000000
s65067,Stock_65067,261.0000000000000000
s35967,Stock_35967,250.0000000000000000
s40074,Stock_40074,390.0000000000000000
s5865,Stock_5865,274.0000000000000000
s60686,Stock_60686,422.0000000000000000
s36946,Stock_36946,206.0000000000000000
s23574,Stock_23574,337.8333333333333333
s46673,Stock_46673,124.0000000000000000
s62451,Stock_62451,175.0000000000000000
s33109,Stock_33109,494.0000000000000000
s6811,Stock_6811,431.0000000000000000
s10759,Stock_10759,413.0000000000000000
s33736,Stock_33736,140.0000000000000000
s10810,Stock_10810,447.0000000000000000
s41632,Stock_41632,105.3333333333333333
s16969,Stock_16969,346.0000000000000000
s66836,Stock_66836,380.0000000000000000
s22513,Stock_22513,370.0000000000000000
s29317,Stock_29317,180.0000000000000000
s63297,Stock_63297,381.0000000000000000
s11823,Stock_11823,487.0000000000000000
s33323,Stock_33323,218.0000000000000000
s19,Stock_19,213.0000000000000000
s440,Stock_440,82.0000000000000000
s46562,Stock_46562,349.5000000000000000
s61836,Stock_61836,355.0000000000000000
s17749,Stock_17749,278.0000000000000000
s7616,Stock_7616,446.5000000000000000
s1800,Stock_1800,86.5000000000000000
s31992,Stock_31992,467.6666666666666667
s43809,Stock_43809,289.0000000000000000
s63692,Stock_63692,112.0000000000000000
s50050,Stock_50050,115.5000000000000000
s15971,Stock_15971,405.0000000000000000
s42406,Stock_42406,410.0000000000000000
s18692,Stock_18692,97.0000000000000000
s22119,Stock_22119,225.5000000000000000
s14966,Stock_14966,231.0000000000000000
s63570,Stock_63570,116.0000000000000000
s23007,Stock_23007,231.0000000000000000
s16048,Stock_16048,334.0000000000000000
s4879,Stock_4879,143.0000000000000000
s46042,Stock_46042,291.3333333333333333
s22165,Stock_22165,276.5000000000000000
s15454,Stock_15454,334.0000000000000000
s24229,Stock_24229,307.3333333333333333
s60431,Stock_60431,294.0000000000000000
s6777,Stock_6777,130.5000000000000000
s61548,Stock_61548,341.0000000000000000
s14607,Stock_14607,137.0000000000000000
s45178,Stock_45178,399.0000000000000000
s12728,Stock_12728,456.0000000000000000
s10481,Stock_10481,57.0000000000000000
s3736,Stock_3736,414.3333333333333333
s11677,Stock_11677,219.0000000000000000
s5594,Stock_5594,390.0000000000000000
s35409,Stock_35409,498.7500000000000000
s38586,Stock_38586,231.0000000000000000
s37752,Stock_37752,290.0000000000000000
s64755,Stock_64755,217.5000000000000000
s12289,Stock_12289,161.5000000000000000
s13153,Stock_13153,429.0000000000000000
s40209,Stock_40209,247.0000000000000000
s15101,Stock_15101,118.3333333333333333
s9136,Stock_9136,131.0000000000000000
s12779,Stock_12779,260.0000000000000000
s66296,Stock_66296,345.0000000000000000
s52168,Stock_52168,241.0000000000000000
s25779,Stock_25779,223.0000000000000000
s43275,Stock_43275,247.0000000000000000
s43445,Stock_43445,433.5000000000000000
s36180,Stock_36180,422.0000000000000000
s31646,Stock_31646,254.0000000000000000
s4813,Stock_4813,269.0000000000000000
s62494,Stock_62494,471.0000000000000000
s15624,Stock_15624,268.0000000000000000
s42103,Stock_42103,200.5000000000000000
s28781,Stock_28781,403.5000000000000000
s30047,Stock_30047,167.0000000000000000
s44610,Stock_44610,254.0000000000000000
s18129,Stock_18129,363.5000000000000000
s52802,Stock_52802,169.0000000000000000
s44248,Stock_44248,188.5000000000000000
s57165,Stock_57165,488.0000000000000000
s57287,Stock_57287,389.0000000000000000
s23587,Stock_23587,370.0000000000000000
s53632,Stock_53632,361.0000000000000000
s28724,Stock_28724,274.0000000000000000
s36111,Stock_36111,449.6666666666666667
s5540,Stock_5540,369.0000000000000000
s18756,Stock_18756,276.0000000000000000
s64624,Stock_64624,365.0000000000000000
s21024,Stock_21024,431.5000000000000000
s55491,Stock_55491,253.0000000000000000
s14803,Stock_14803,369.0000000000000000
s68332,Stock_68332,331.0000000000000000
s59386,Stock_59386,274.0000000000000000
s35144,Stock_35144,438.0000000000000000
s56216,Stock_56216,173.0000000000000000
s21594,Stock_21594,197.0000000000000000
s13725,Stock_13725,405.5000000000000000
s14973,Stock_14973,60.0000000000000000
s57241,Stock_57241,253.0000000000000000
s54388,Stock_54388,282.0000000000000000
s54180,Stock_54180,342.0000000000000000
s61656,Stock_61656,204.0000000000000000
s42552,Stock_42552,173.3333333333333333
s59493,Stock_59493,88.0000000000000000
s59384,Stock_59384,274.5000000000000000
s18393,Stock_18393,259.5000000000000000
s29766,Stock_29766,130.0000000000000000
s15839,Stock_15839,391.0000000000000000
s58426,Stock_58426,485.0000000000000000
s11564,Stock_11564,470.5000000000000000
s24512,Stock_24512,410.0000000000000000
s20203,Stock_20203,90.0000000000000000
s29083,Stock_29083,87.0000000000000000
s14559,Stock_14559,140.0000000000000000
s19199,Stock_19199,234.0000000000000000
s20191,Stock_20191,370.0000000000000000
s34220,Stock_34220,238.0000000000000000
s37131,Stock_37131,270.0000000000000000
s33861,Stock_33861,266.0000000000000000
s12848,Stock_12848,77.0000000000000000
s39470,Stock_39470,197.0000000000000000
s28635,Stock_28635,62.0000000000000000
s7069,Stock_7069,83.0000000000000000
s49748,Stock_49748,79.0000000000000000
s58930,Stock_58930,320.0000000000000000
s17383,Stock_17383,205.0000000000000000
s33789,Stock_33789,346.0000000000000000
s69976,Stock_69976,279.2222222222222222
s11117,Stock_11117,362.0000000000000000
s10434,Stock_10434,476.5000000000000000
s68197,Stock_68197,214.0000000000000000
s68300,Stock_68300,126.0000000000000000
s32035,Stock_32035,92.6666666666666667
s27865,Stock_27865,124.5000000000000000
s10721,Stock_10721,97.0000000000000000
s59256,Stock_59256,183.0000000000000000
s15933,Stock_15933,127.3333333333333333
s2416,Stock_2416,465.0000000000000000
s40316,Stock_40316,82.0000000000000000
s18333,Stock_18333,438.5000000000000000
s28195,Stock_28195,279.3333333333333333
s10891,Stock_10891,204.5000000000000000
s63167,Stock_63167,341.0000000000000000
s49818,Stock_49818,105.0000000000000000
s65247,Stock_65247,150.0000000000000000
s38504,Stock_38504,380.0000000000000000
s54520,Stock_54520,355.5000000000000000
s11123,Stock_11123,98.0000000000000000
s53744,Stock_53744,492.0000000000000000
s63094,Stock_63094,305.5000000000000000
s45581,Stock_45581,439.0000000000000000
s61325,Stock_61325,74.0000000000000000
s2130,Stock_2130,362.0000000000000000
s17234,Stock_17234,255.3333333333333333
s10257,Stock_10257,81.0000000000000000
s3976,Stock_3976,374.6666666666666667
s20252,Stock_20252,96.0000000000000000
s11624,Stock_11624,192.0000000000000000
s10632,Stock_10632,129.5000000000000000
s68759,Stock_68759,126.0000000000000000
s46257,Stock_46257,467.0000000000000000
s766,Stock_766,409.0000000000000000
s54980,Stock_54980,126.0000000000000000
s20336,Stock_20336,353.0000000000000000
s22533,Stock_22533,388.0000000000000000
s34331,Stock_34331,271.0000000000000000
s26701,Stock_26701,335.0000000000000000
s19757,Stock_19757,260.0000000000000000
s19396,Stock_19396,232.0000000000000000
s47169,Stock_47169,389.0000000000000000
s16698,Stock_16698,110.3333333333333333
s67990,Stock_67990,357.5000000000000000
s41509,Stock_41509,336.0000000000000000
s24606,Stock_24606,375.0000000000000000
s40566,Stock_40566,486.5000000000000000
s8313,Stock_8313,384.0000000000000000
s22746,Stock_22746,141.5000000000000000
s4810,Stock_4810,446.0000000000000000
s57605,Stock_57605,429.0000000000000000
s5759,Stock_5759,422.5000000000000000
s39768,Stock_39768,287.3333333333333333
s36139,Stock_36139,90.0000000000000000
s43694,Stock_43694,451.0000000000000000
s34279,Stock_34279,396.0000000000000000
s63963,Stock_63963,91.0000000000000000
s6483,Stock_6483,304.0000000000000000
s7675,Stock_7675,381.3333333333333333
s2995,Stock_2995,461.0000000000000000
s11361,Stock_11361,474.0000000000000000
s57331,Stock_57331,141.0000000000000000
s41530,Stock_41530,478.0000000000000000
s45733,Stock_45733,399.0000000000000000
s62023,Stock_62023,411.0000000000000000
s17838,Stock_17838,457.0000000000000000
s6068,Stock_6068,103.3333333333333333
s15613,Stock_15613,197.0000000000000000
s61324,Stock_61324,131.5000000000000000
s20650,Stock_20650,176.5000000000000000
s19229,Stock_19229,170.0000000000000000
s4497,Stock_4497,408.0000000000000000
s32086,Stock_32086,428.5000000000000000
s53,Stock_53,249.0000000000000000
s18930,Stock_18930,447.0000000000000000
s32260,Stock_32260,253.0000000000000000
s36065,Stock_36065,463.0000000000000000
s16168,Stock_16168,375.5000000000000000
s38365,Stock_38365,350.5000000000000000
s13388,Stock_13388,303.5000000000000000
s42904,Stock_42904,260.0000000000000000
s51002,Stock_51002,474.0000000000000000
s69307,Stock_69307,356.0000000000000000
s30447,Stock_30447,409.0000000000000000
s68897,Stock_68897,415.0000000000000000
s6354,Stock_6354,422.5000000000000000
s25636,Stock_25636,275.0000000000000000
s41316,Stock_41316,348.0000000000000000
s37551,Stock_37551,123.0000000000000000
s892,Stock_892,312.0000000000000000
s1749,Stock_1749,363.0000000000000000
s55257,Stock_55257,358.5000000000000000
s50614,Stock_50614,247.6666666666666667
s21276,Stock_21276,295.0000000000000000
s2552,Stock_2552,272.0000000000000000
s54876,Stock_54876,249.0000000000000000
s18556,Stock_18556,488.0000000000000000
s744,Stock_744,77.0000000000000000
s38998,Stock_38998,448.0000000000000000
s21898,Stock_21898,299.2000000000000000
s29711,Stock_29711,295.3333333333333333
s58110,Stock_58110,167.0000000000000000
s4108,Stock_4108,418.6666666666666667
s54148,Stock_54148,250.5000000000000000
s17640,Stock_17640,383.0000000000000000
s13836,Stock_13836,173.0000000000000000
s64393,Stock_64393,413.0000000000000000
s52774,Stock_52774,122.5000000000000000
s48400,Stock_48400,80.0000000000000000
s53205,Stock_53205,436.0000000000000000
s41141,Stock_41141,386.0000000000000000
s12565,Stock_12565,80.5000000000000000
s32630,Stock_32630,223.5000000000000000
s37928,Stock_37928,66.0000000000000000
s21699,Stock_21699,490.0000000000000000
s1418,Stock_1418,427.0000000000000000
s9874,Stock_9874,342.7500000000000000
s554,Stock_554,361.3333333333333333
s31966,Stock_31966,167.0000000000000000
s21108,Stock_21108,339.0000000000000000
s53980,Stock_53980,335.0000000000000000
s64576,Stock_64576,491.0000000000000000
s46198,Stock_46198,398.5000000000000000
s50737,Stock_50737,81.0000000000000000
s60437,Stock_60437,375.4000000000000000
s47313,Stock_47313,83.0000000000000000
s42028,Stock_42028,228.6666666666666667
s48899,Stock_48899,296.0000000000000000
s58890,Stock_58890,138.5000000000000000
s22147,Stock_22147,302.5000000000000000
s34692,Stock_34692,298.3333333333333333
s6395,Stock_6395,454.0000000000000000
s11313,Stock_11313,327.0000000000000000
s63038,Stock_63038,184.0000000000000000
s36996,Stock_36996,350.5000000000000000
s18417,Stock_18417,107.6666666666666667
s58043,Stock_58043,100.0000000000000000
s14039,Stock_14039,212.5000000000000000
s12739,Stock_12739,255.0000000000000000
s43115,Stock_43115,219.3333333333333333
s3708,Stock_3708,181.0000000000000000
s42606,Stock_42606,288.0000000000000000
s57175,Stock_57175,381.6666666666666667
s19998,Stock_19998,286.0000000000000000
s26368,Stock_26368,466.0000000000000000
s15070,Stock_15070,464.3333333333333333
s27796,Stock_27796,183.0000000000000000
s20186,Stock_20186,371.0000000000000000
s58739,Stock_58739,94.7500000000000000
s21387,Stock_21387,339.5000000000000000
s26576,Stock_26576,495.0000000000000000
s31307,Stock_31307,109.0000000000000000
s63667,Stock_63667,323.5000000000000000
s37945,Stock_37945,157.0000000000000000
s12666,Stock_12666,457.0000000000000000
s3015,Stock_3015,398.0000000000000000
s54804,Stock_54804,150.0000000000000000
s26258,Stock_26258,297.0000000000000000
s56715,Stock_56715,381.0000000000000000
s35533,Stock_35533,437.0000000000000000
s8328,Stock_8328,50.5000000000000000
s51860,Stock_51860,202.0000000000000000
s28762,Stock_28762,403.0000000000000000
s18706,Stock_18706,373.0000000000000000
s49218,Stock_49218,331.0000000000000000
s12821,Stock_12821,112.0000000000000000
s53520,Stock_53520,252.0000000000000000
s49036,Stock_49036,74.0000000000000000
s40351,Stock_40351,412.0000000000000000
s9648,Stock_9648,444.0000000000000000
s41726,Stock_41726,194.0000000000000000
s1369,Stock_1369,167.0000000000000000
s37340,Stock_37340,191.0000000000000000
s29642,Stock_29642,211.0000000000000000
s9899,Stock_9899,452.0000000000000000
s68959,Stock_68959,219.0000000000000000
s48692,Stock_48692,98.0000000000000000
s41480,Stock_41480,474.0000000000000000
s7443,Stock_7443,91.0000000000000000
s42627,Stock_42627,226.0000000000000000
s50841,Stock_50841,292.0000000000000000
s38,Stock_38,442.0000000000000000
s14692,Stock_14692,252.5000000000000000
s49762,Stock_49762,141.5000000000000000
s20171,Stock_20171,69.0000000000000000
s40184,Stock_40184,102.5000000000000000
s40955,Stock_40955,327.0000000000000000
s64036,Stock_64036,192.0000000000000000
s34840,Stock_34840,53.5000000000000000
s31255,Stock_31255,356.3333333333333333
s29518,Stock_29518,178.0000000000000000
s69557,Stock_69557,66.5000000000000000
s56728,Stock_56728,209.0000000000000000
s10889,Stock_10889,440.0000000000000000
s13432,Stock_13432,214.0000000000000000
s50559,Stock_50559,258.0000000000000000
s36575,Stock_36575,226.0000000000000000
s66511,Stock_66511,374.0000000000000000
s69164,Stock_69164,164.0000000000000000
s47525,Stock_47525,226.0000000000000000
s21372,Stock_21372,185.0000000000000000
s6953,Stock_6953,194.0000000000000000
s22714,Stock_22714,144.0000000000000000
s25800,Stock_25800,283.0000000000000000
s37040,Stock_37040,398.0000000000000000
s44513,Stock_44513,395.0000000000000000
s26335,Stock_26335,408.0000000000000000
s44900,Stock_44900,99.0000000000000000
s60473,Stock_60473,257.5000000000000000
s22091,Stock_22091,322.0000000000000000
s5505,Stock_5505,362.0000000000000000
s56999,Stock_56999,404.0000000000000000
s30413,Stock_30413,218.0000000000000000
s7231,Stock_7231,117.0000000000000000
s38788,Stock_38788,373.6666666666666667
s64897,Stock_64897,468.0000000000000000
s57609,Stock_57609,172.0000000000000000
s6458,Stock_6458,74.0000000000000000
s11586,Stock_11586,103.0000000000000000
s40091,Stock_40091,50.0000000000000000
s33037,Stock_33037,478.5000000000000000
s62901,Stock_62901,272.0000000000000000
s64288,Stock_64288,137.3333333333333333
s2160,Stock_2160,97.3333333333333333
s17067,Stock_17067,274.0000000000000000
s477,Stock_477,147.5000000000000000
s40856,Stock_40856,315.0000000000000000
s62318,Stock_62318,248.5000000000000000
s60812,Stock_60812,464.0000000000000000
s25570,Stock_25570,346.0000000000000000
s37832,Stock_37832,161.5000000000000000
s31958,Stock_31958,144.0000000000000000
s13910,Stock_13910,202.0000000000000000
s23035,Stock_23035,183.0000000000000000
s28725,Stock_28725,436.5000000000000000
s25267,Stock_25267,78.0000000000000000
s43906,Stock_43906,253.7500000000000000
s17037,Stock_17037,82.0000000000000000
s22157,Stock_22157,338.5000000000000000
s33272,Stock_33272,355.0000000000000000
s29590,Stock_29590,310.0000000000000000
s18983,Stock_18983,456.0000000000000000
s18339,Stock_18339,356.0000000000000000
s50743,Stock_50743,74.0000000000000000
s15623,Stock_15623,425.3333333333333333
s40799,Stock_40799,223.3333333333333333
s38413,Stock_38413,170.5000000000000000
s41577,Stock_41577,55.5000000000000000
s36561,Stock_36561,113.5000000000000000
