stock_name,average_price
Stock_10767,433.0000000000000000
Stock_5473,277.0000000000000000
Stock_15014,83.0000000000000000
Stock_14308,126.0000000000000000
Stock_31118,371.0000000000000000
Stock_13142,180.0000000000000000
Stock_3590,53.0000000000000000
Stock_10195,128.0000000000000000
Stock_14388,146.0000000000000000
Stock_2233,274.0000000000000000
Stock_30599,385.0000000000000000
Stock_28203,205.0000000000000000
Stock_1996,417.0000000000000000
Stock_5092,450.0000000000000000
Stock_14286,219.0000000000000000
Stock_34900,417.5000000000000000
Stock_14693,191.0000000000000000
Stock_6719,213.0000000000000000
Stock_6657,317.0000000000000000
Stock_24732,136.0000000000000000
Stock_14254,268.0000000000000000
Stock_6596,499.0000000000000000
Stock_6245,173.0000000000000000
Stock_1685,352.0000000000000000
Stock_2650,115.0000000000000000
Stock_2496,473.0000000000000000
Stock_16372,209.0000000000000000
Stock_13359,193.5000000000000000
Stock_11570,465.0000000000000000
Stock_4169,155.0000000000000000
Stock_34627,152.0000000000000000
Stock_17348,432.0000000000000000
Stock_14689,303.0000000000000000
Stock_5987,318.0000000000000000
Stock_37597,473.0000000000000000
Stock_20727,412.5000000000000000
Stock_28815,145.0000000000000000
Stock_32659,380.0000000000000000
Stock_7117,257.0000000000000000
Stock_6239,478.0000000000000000
Stock_6644,143.0000000000000000
Stock_22430,55.0000000000000000
Stock_14927,62.0000000000000000
Stock_6412,99.0000000000000000
Stock_2001,346.0000000000000000
Stock_39066,315.0000000000000000
Stock_9732,196.0000000000000000
Stock_38007,220.0000000000000000
Stock_1286,124.5000000000000000
Stock_34242,111.0000000000000000
Stock_37821,393.0000000000000000
Stock_30725,320.0000000000000000
Stock_19522,457.0000000000000000
Stock_35839,135.0000000000000000
Stock_7496,253.0000000000000000
Stock_24285,434.0000000000000000
Stock_7194,205.0000000000000000
Stock_26124,78.0000000000000000
Stock_5967,161.0000000000000000
Stock_10087,449.0000000000000000
Stock_36446,326.0000000000000000
Stock_38239,316.0000000000000000
Stock_36245,233.0000000000000000
Stock_14915,444.0000000000000000
Stock_29252,106.0000000000000000
Stock_20131,310.0000000000000000
Stock_36805,447.0000000000000000
Stock_30529,213.0000000000000000
Stock_3857,376.0000000000000000
Stock_28404,469.0000000000000000
Stock_27127,327.0000000000000000
Stock_20422,363.0000000000000000
Stock_2797,355.0000000000000000
Stock_30696,320.0000000000000000
Stock_31684,457.0000000000000000
Stock_37823,476.0000000000000000
Stock_8597,226.0000000000000000
Stock_927,186.0000000000000000
Stock_28897,398.0000000000000000
Stock_25953,362.0000000000000000
Stock_34083,423.0000000000000000
Stock_16101,131.5000000000000000
Stock_20099,189.0000000000000000
Stock_28510,396.0000000000000000
Stock_32500,138.0000000000000000
Stock_7640,122.5000000000000000
Stock_22737,218.0000000000000000
Stock_13371,310.0000000000000000
Stock_11416,187.0000000000000000
Stock_11023,120.0000000000000000
Stock_27921,313.0000000000000000
Stock_16462,98.0000000000000000
Stock_26546,69.0000000000000000
Stock_21101,349.0000000000000000
Stock_16930,352.0000000000000000
Stock_366,272.0000000000000000
Stock_6975,357.0000000000000000
Stock_31669,472.0000000000000000
Stock_18158,260.0000000000000000
Stock_7415,71.0000000000000000
Stock_28558,483.0000000000000000
Stock_34974,350.0000000000000000
Stock_13314,406.0000000000000000
Stock_7407,207.0000000000000000
Stock_38742,128.0000000000000000
Stock_24843,73.0000000000000000
Stock_33134,358.0000000000000000
Stock_18292,196.0000000000000000
Stock_6987,379.0000000000000000
Stock_755,147.0000000000000000
Stock_26942,492.0000000000000000
Stock_4785,345.0000000000000000
Stock_23346,242.0000000000000000
Stock_3881,219.0000000000000000
Stock_13191,128.0000000000000000
Stock_391,418.0000000000000000
Stock_17809,467.0000000000000000
Stock_31623,112.0000000000000000
Stock_7111,258.0000000000000000
Stock_32460,483.0000000000000000
Stock_31754,77.0000000000000000
Stock_22453,325.0000000000000000
Stock_25045,93.0000000000000000
Stock_2710,244.0000000000000000
Stock_2247,297.0000000000000000
Stock_34165,123.0000000000000000
Stock_14046,449.0000000000000000
Stock_35066,346.0000000000000000
Stock_5376,193.0000000000000000
Stock_5269,73.0000000000000000
Stock_19733,425.0000000000000000
Stock_16500,156.5000000000000000
Stock_34320,430.0000000000000000
Stock_22832,480.0000000000000000
Stock_2187,239.5000000000000000
Stock_17857,214.0000000000000000
Stock_2226,426.0000000000000000
Stock_19420,188.0000000000000000
Stock_13426,269.0000000000000000
Stock_17805,319.0000000000000000
Stock_2482,295.0000000000000000
Stock_17061,241.0000000000000000
Stock_24047,229.0000000000000000
Stock_7318,434.0000000000000000
Stock_4075,384.5000000000000000
Stock_27613,101.0000000000000000
Stock_5791,357.0000000000000000
Stock_31852,118.0000000000000000
Stock_944,209.0000000000000000
Stock_17921,462.0000000000000000
Stock_24739,288.0000000000000000
Stock_35796,233.0000000000000000
Stock_7199,373.0000000000000000
Stock_16648,146.0000000000000000
Stock_15763,299.0000000000000000
Stock_32562,196.0000000000000000
Stock_2986,405.0000000000000000
Stock_14957,278.0000000000000000
Stock_33704,500.0000000000000000
Stock_35523,255.0000000000000000
Stock_3069,90.0000000000000000
Stock_4942,111.0000000000000000
Stock_3426,311.0000000000000000
Stock_33645,241.5000000000000000
Stock_11881,364.0000000000000000
Stock_31884,179.0000000000000000
Stock_27273,152.0000000000000000
Stock_23869,372.0000000000000000
Stock_17846,244.0000000000000000
Stock_15541,134.0000000000000000
Stock_31679,323.0000000000000000
Stock_30598,298.0000000000000000
Stock_6171,64.0000000000000000
Stock_3768,436.5000000000000000
Stock_18374,131.0000000000000000
Stock_8890,263.0000000000000000
Stock_31742,205.0000000000000000
Stock_31380,324.0000000000000000
Stock_35383,407.0000000000000000
Stock_6619,122.0000000000000000
Stock_18216,297.0000000000000000
Stock_3382,219.0000000000000000
Stock_33713,325.0000000000000000
Stock_27822,136.0000000000000000
Stock_12474,179.0000000000000000
Stock_13115,70.0000000000000000
Stock_18002,419.0000000000000000
Stock_38231,367.0000000000000000
Stock_34334,353.5000000000000000
Stock_10865,396.0000000000000000
Stock_258,427.0000000000000000
Stock_12171,463.0000000000000000
Stock_3299,171.0000000000000000
Stock_18566,251.0000000000000000
Stock_23437,327.0000000000000000
Stock_4485,323.0000000000000000
Stock_3289,500.0000000000000000
Stock_16332,499.0000000000000000
Stock_10554,83.5000000000000000
Stock_327,351.0000000000000000
Stock_18516,387.0000000000000000
Stock_10194,164.5000000000000000
Stock_33945,311.0000000000000000
Stock_27154,476.0000000000000000
Stock_33672,494.0000000000000000
Stock_14976,170.0000000000000000
Stock_24810,277.0000000000000000
Stock_24012,231.0000000000000000
Stock_7113,253.0000000000000000
Stock_18667,225.0000000000000000
Stock_26281,154.0000000000000000
Stock_4594,225.0000000000000000
Stock_35548,65.0000000000000000
Stock_15757,137.0000000000000000
Stock_28875,149.0000000000000000
Stock_12893,244.0000000000000000
Stock_17231,420.0000000000000000
Stock_20073,402.0000000000000000
Stock_26230,283.0000000000000000
Stock_37403,148.0000000000000000
Stock_24826,185.0000000000000000
Stock_26572,418.5000000000000000
Stock_35376,270.0000000000000000
Stock_26598,323.0000000000000000
Stock_38875,100.0000000000000000
Stock_19466,405.0000000000000000
Stock_16710,55.0000000000000000
Stock_9675,372.0000000000000000
Stock_9167,257.0000000000000000
Stock_38973,230.0000000000000000
Stock_11003,379.0000000000000000
Stock_28540,387.0000000000000000
Stock_13020,488.0000000000000000
Stock_11096,136.0000000000000000
Stock_19571,80.0000000000000000
Stock_21787,438.0000000000000000
Stock_28501,101.0000000000000000
Stock_38853,106.0000000000000000
Stock_34704,411.0000000000000000
Stock_22392,332.0000000000000000
Stock_22885,114.0000000000000000
Stock_16802,476.0000000000000000
Stock_1769,156.0000000000000000
Stock_12739,256.0000000000000000
Stock_19858,53.0000000000000000
Stock_3084,318.0000000000000000
Stock_37484,440.0000000000000000
Stock_7755,342.0000000000000000
Stock_30085,399.0000000000000000
Stock_20176,86.0000000000000000
Stock_18973,94.0000000000000000
Stock_22213,222.0000000000000000
Stock_16721,187.0000000000000000
Stock_28489,371.0000000000000000
Stock_28253,240.5000000000000000
Stock_27669,138.0000000000000000
Stock_12443,206.0000000000000000
Stock_24445,106.0000000000000000
Stock_19337,68.0000000000000000
Stock_31896,247.0000000000000000
Stock_25784,192.0000000000000000
Stock_29207,116.0000000000000000
Stock_29083,400.0000000000000000
Stock_675,365.0000000000000000
Stock_1020,313.0000000000000000
Stock_28417,387.0000000000000000
Stock_4087,231.0000000000000000
Stock_28849,418.0000000000000000
Stock_5275,454.0000000000000000
Stock_27565,318.0000000000000000
Stock_12042,56.0000000000000000
Stock_22456,279.5000000000000000
Stock_32530,484.0000000000000000
Stock_1658,480.0000000000000000
Stock_37446,447.0000000000000000
Stock_23028,247.0000000000000000
Stock_2444,337.0000000000000000
Stock_24281,311.0000000000000000
Stock_21057,406.0000000000000000
Stock_33940,254.0000000000000000
Stock_39150,358.0000000000000000
Stock_35844,178.0000000000000000
Stock_22461,71.0000000000000000
Stock_14075,164.0000000000000000
Stock_9904,224.0000000000000000
Stock_5890,406.0000000000000000
Stock_3621,139.0000000000000000
Stock_21389,342.0000000000000000
Stock_9171,286.0000000000000000
Stock_18241,403.0000000000000000
Stock_5517,410.0000000000000000
Stock_12906,417.0000000000000000
Stock_25819,193.0000000000000000
Stock_8173,71.5000000000000000
Stock_7982,257.0000000000000000
Stock_38213,189.0000000000000000
Stock_9367,421.0000000000000000
Stock_28935,381.0000000000000000
Stock_11694,145.0000000000000000
Stock_15103,494.0000000000000000
Stock_20994,314.0000000000000000
Stock_5820,383.0000000000000000
Stock_28409,446.0000000000000000
Stock_5359,396.0000000000000000
Stock_26575,331.0000000000000000
Stock_16247,190.0000000000000000
Stock_12405,207.0000000000000000
Stock_23130,453.0000000000000000
Stock_23270,421.0000000000000000
Stock_1727,471.0000000000000000
Stock_5341,131.0000000000000000
Stock_32912,56.0000000000000000
Stock_20522,406.0000000000000000
Stock_5260,486.0000000000000000
Stock_27135,477.0000000000000000
Stock_4564,359.0000000000000000
Stock_27969,245.0000000000000000
Stock_36827,438.0000000000000000
Stock_29223,111.0000000000000000
Stock_39196,295.0000000000000000
Stock_19134,433.0000000000000000
Stock_34158,490.0000000000000000
Stock_6908,194.0000000000000000
Stock_6382,126.0000000000000000
Stock_31701,305.0000000000000000
Stock_379,152.0000000000000000
Stock_35289,238.0000000000000000
Stock_38014,371.5000000000000000
Stock_30785,275.0000000000000000
Stock_27955,393.0000000000000000
Stock_14144,170.0000000000000000
Stock_1095,61.0000000000000000
Stock_32373,123.0000000000000000
Stock_13050,214.0000000000000000
Stock_4015,85.0000000000000000
Stock_21073,390.0000000000000000
Stock_17485,360.0000000000000000
Stock_38693,311.0000000000000000
Stock_15770,279.0000000000000000
Stock_14527,266.0000000000000000
Stock_23745,356.5000000000000000
Stock_16152,143.0000000000000000
Stock_20169,480.0000000000000000
Stock_21093,330.0000000000000000
Stock_28487,466.0000000000000000
Stock_27557,50.0000000000000000
Stock_29963,397.0000000000000000
Stock_17606,377.0000000000000000
Stock_15179,81.0000000000000000
Stock_23507,351.0000000000000000
Stock_21608,101.0000000000000000
Stock_19601,90.0000000000000000
Stock_37703,226.0000000000000000
Stock_6009,96.0000000000000000
Stock_9778,192.0000000000000000
Stock_21497,228.0000000000000000
Stock_7271,298.0000000000000000
Stock_24778,450.0000000000000000
Stock_10748,329.0000000000000000
Stock_10884,481.0000000000000000
Stock_24337,304.0000000000000000
Stock_7753,164.0000000000000000
Stock_34849,227.0000000000000000
Stock_5051,485.0000000000000000
Stock_10636,487.0000000000000000
Stock_21554,419.0000000000000000
Stock_1308,159.0000000000000000
Stock_18842,192.0000000000000000
Stock_15662,380.0000000000000000
Stock_33345,296.0000000000000000
Stock_38145,489.0000000000000000
Stock_34340,488.0000000000000000
Stock_30764,446.0000000000000000
Stock_18726,253.0000000000000000
Stock_34604,169.0000000000000000
Stock_21880,495.0000000000000000
Stock_33100,462.0000000000000000
Stock_31721,323.0000000000000000
Stock_10761,259.0000000000000000
Stock_10407,481.0000000000000000
Stock_9935,51.0000000000000000
Stock_1027,169.0000000000000000
Stock_38374,413.0000000000000000
Stock_27957,421.0000000000000000
Stock_14844,196.0000000000000000
Stock_9318,425.0000000000000000
Stock_29663,323.0000000000000000
Stock_16432,410.0000000000000000
Stock_19609,205.0000000000000000
Stock_37822,240.0000000000000000
Stock_22729,349.0000000000000000
Stock_21930,435.0000000000000000
Stock_359,177.0000000000000000
Stock_27350,237.0000000000000000
Stock_1831,369.0000000000000000
Stock_9254,274.0000000000000000
Stock_29693,398.0000000000000000
Stock_7297,105.0000000000000000
Stock_12528,378.0000000000000000
Stock_26818,414.0000000000000000
Stock_33728,70.0000000000000000
Stock_26091,280.0000000000000000
Stock_21814,197.0000000000000000
Stock_26601,322.0000000000000000
Stock_22349,423.0000000000000000
Stock_13614,187.0000000000000000
Stock_2157,391.0000000000000000
Stock_26626,110.0000000000000000
Stock_34876,148.0000000000000000
Stock_30790,469.0000000000000000
Stock_27738,239.0000000000000000
Stock_35804,314.0000000000000000
Stock_16945,101.0000000000000000
Stock_26829,121.0000000000000000
Stock_4536,412.0000000000000000
Stock_38584,233.0000000000000000
Stock_34113,308.0000000000000000
Stock_25786,280.0000000000000000
Stock_5579,429.0000000000000000
Stock_7885,394.0000000000000000
Stock_37218,85.0000000000000000
Stock_18951,444.0000000000000000
Stock_7928,172.0000000000000000
Stock_4112,215.0000000000000000
Stock_38552,80.0000000000000000
Stock_28988,201.0000000000000000
Stock_9161,298.0000000000000000
Stock_10065,270.0000000000000000
Stock_38160,391.0000000000000000
Stock_19009,400.0000000000000000
Stock_30238,350.0000000000000000
Stock_36886,307.0000000000000000
Stock_28546,221.0000000000000000
Stock_7827,451.0000000000000000
Stock_37030,97.0000000000000000
Stock_23164,193.0000000000000000
Stock_3330,164.0000000000000000
Stock_6232,134.0000000000000000
Stock_2383,316.0000000000000000
Stock_28233,326.0000000000000000
Stock_20906,441.0000000000000000
Stock_13171,116.5000000000000000
Stock_10593,481.0000000000000000
Stock_22821,341.0000000000000000
Stock_22234,264.0000000000000000
Stock_30086,243.5000000000000000
Stock_13288,409.0000000000000000
Stock_17241,462.0000000000000000
Stock_14936,291.0000000000000000
Stock_20891,181.5000000000000000
Stock_12048,80.0000000000000000
Stock_7149,393.0000000000000000
Stock_31057,309.0000000000000000
Stock_15184,99.0000000000000000
Stock_1489,176.0000000000000000
Stock_27726,307.0000000000000000
Stock_28028,369.0000000000000000
Stock_26226,261.0000000000000000
Stock_32394,251.0000000000000000
Stock_30765,66.0000000000000000
Stock_6282,124.0000000000000000
Stock_13743,415.0000000000000000
Stock_34062,202.0000000000000000
Stock_33665,182.0000000000000000
Stock_16940,149.0000000000000000
Stock_35295,352.0000000000000000
Stock_9508,404.0000000000000000
Stock_3769,276.0000000000000000
Stock_11330,315.0000000000000000
Stock_33813,439.0000000000000000
Stock_874,486.0000000000000000
Stock_260,441.0000000000000000
Stock_7178,432.0000000000000000
Stock_30665,181.0000000000000000
Stock_5119,321.0000000000000000
Stock_39155,81.0000000000000000
Stock_37610,135.0000000000000000
Stock_19157,225.0000000000000000
Stock_3485,255.0000000000000000
Stock_26334,322.0000000000000000
Stock_19489,328.0000000000000000
Stock_15728,343.0000000000000000
Stock_28057,416.0000000000000000
Stock_37418,331.0000000000000000
Stock_1757,306.5000000000000000
Stock_25961,383.0000000000000000
Stock_38011,443.0000000000000000
Stock_13153,481.0000000000000000
Stock_27139,183.0000000000000000
Stock_3961,421.0000000000000000
Stock_38876,63.0000000000000000
Stock_1630,238.0000000000000000
Stock_26003,303.0000000000000000
Stock_38531,354.0000000000000000
Stock_29772,89.0000000000000000
Stock_12236,154.0000000000000000
Stock_31028,133.0000000000000000
Stock_36581,252.0000000000000000
Stock_35467,275.0000000000000000
Stock_6796,444.0000000000000000
Stock_33546,385.0000000000000000
Stock_14293,306.5000000000000000
Stock_9405,311.0000000000000000
Stock_33108,126.0000000000000000
Stock_20930,240.0000000000000000
Stock_14978,440.0000000000000000
Stock_24194,108.0000000000000000
Stock_21519,298.5000000000000000
Stock_27566,476.0000000000000000
Stock_9066,319.0000000000000000
Stock_6284,356.0000000000000000
Stock_5766,259.0000000000000000
Stock_9848,294.0000000000000000
Stock_10643,139.0000000000000000
Stock_31966,312.0000000000000000
Stock_35663,315.0000000000000000
Stock_14933,449.5000000000000000
Stock_14931,477.0000000000000000
Stock_8218,182.0000000000000000
Stock_4589,158.0000000000000000
Stock_12155,261.0000000000000000
Stock_25818,57.0000000000000000
Stock_20262,207.0000000000000000
Stock_16418,278.0000000000000000
Stock_1943,422.0000000000000000
Stock_28891,299.0000000000000000
Stock_4819,489.0000000000000000
Stock_32253,121.0000000000000000
Stock_6285,378.0000000000000000
Stock_10202,113.0000000000000000
Stock_1407,232.0000000000000000
Stock_19217,120.0000000000000000
Stock_8512,140.0000000000000000
Stock_6230,287.0000000000000000
Stock_13407,103.5000000000000000
Stock_36709,329.0000000000000000
Stock_13316,295.0000000000000000
Stock_1424,305.0000000000000000
Stock_10046,476.0000000000000000
Stock_25823,195.0000000000000000
Stock_787,77.0000000000000000
Stock_32135,77.0000000000000000
Stock_37156,402.0000000000000000
Stock_29007,144.0000000000000000
Stock_33178,296.0000000000000000
Stock_17509,482.0000000000000000
Stock_39263,148.0000000000000000
Stock_24104,488.0000000000000000
Stock_10191,465.0000000000000000
Stock_30779,153.0000000000000000
Stock_22328,427.0000000000000000
Stock_12447,360.0000000000000000
Stock_15889,96.0000000000000000
Stock_26787,292.0000000000000000
Stock_29022,113.0000000000000000
Stock_12888,182.0000000000000000
Stock_16720,133.0000000000000000
Stock_14544,500.0000000000000000
Stock_187,293.0000000000000000
Stock_5343,414.0000000000000000
Stock_29751,401.0000000000000000
Stock_18664,68.0000000000000000
Stock_18425,414.0000000000000000
Stock_30562,467.0000000000000000
Stock_9624,363.0000000000000000
Stock_16007,339.5000000000000000
Stock_28120,84.0000000000000000
Stock_3595,489.0000000000000000
Stock_31504,114.0000000000000000
Stock_32549,157.0000000000000000
Stock_31617,225.0000000000000000
Stock_32229,405.0000000000000000
Stock_15748,291.0000000000000000
Stock_28195,431.0000000000000000
Stock_21267,196.0000000000000000
Stock_12914,138.5000000000000000
Stock_32845,411.0000000000000000
Stock_27959,449.0000000000000000
Stock_29850,98.0000000000000000
Stock_31015,461.0000000000000000
Stock_265,262.0000000000000000
Stock_12180,163.0000000000000000
Stock_1551,413.0000000000000000
Stock_29824,428.0000000000000000
Stock_26837,246.0000000000000000
Stock_23631,139.5000000000000000
Stock_35748,495.0000000000000000
Stock_24940,323.0000000000000000
Stock_5334,199.0000000000000000
Stock_27375,366.0000000000000000
Stock_38963,380.0000000000000000
