stock_name,average_price
Stock_4752,463.0000000000000000
Stock_57736,401.0000000000000000
Stock_6073,82.0000000000000000
Stock_23298,58.0000000000000000
Stock_10590,481.0000000000000000
Stock_1338,78.0000000000000000
Stock_66094,326.0000000000000000
Stock_11465,319.0000000000000000
Stock_41579,255.0000000000000000
Stock_46100,129.0000000000000000
Stock_51135,461.0000000000000000
Stock_69280,201.0000000000000000
Stock_42073,452.0000000000000000
Stock_41226,242.0000000000000000
Stock_41825,157.0000000000000000
Stock_20625,436.0000000000000000
Stock_54891,233.0000000000000000
Stock_69013,425.0000000000000000
Stock_18392,155.0000000000000000
Stock_7524,177.0000000000000000
Stock_46443,260.0000000000000000
Stock_16279,122.0000000000000000
Stock_44317,363.0000000000000000
Stock_6834,317.0000000000000000
Stock_43436,268.5000000000000000
Stock_49905,235.0000000000000000
Stock_10551,115.0000000000000000
Stock_55800,439.0000000000000000
Stock_41975,96.0000000000000000
Stock_12349,206.0000000000000000
Stock_33908,385.0000000000000000
Stock_7000,161.0000000000000000
Stock_35207,353.0000000000000000
Stock_37843,316.0000000000000000
Stock_38378,444.0000000000000000
Stock_23425,447.0000000000000000
Stock_33144,79.0000000000000000
Stock_37681,458.0000000000000000
Stock_24722,154.0000000000000000
Stock_34073,297.0000000000000000
Stock_48961,53.0000000000000000
Stock_40882,100.0000000000000000
Stock_22886,341.0000000000000000
Stock_53914,493.0000000000000000
Stock_45208,141.0000000000000000
Stock_30927,236.0000000000000000
Stock_7984,212.0000000000000000
Stock_9715,171.0000000000000000
Stock_10175,82.0000000000000000
Stock_31089,327.0000000000000000
Stock_65765,88.0000000000000000
Stock_24206,125.0000000000000000
Stock_52476,86.0000000000000000
Stock_37756,154.0000000000000000
Stock_4107,188.0000000000000000
Stock_5862,123.0000000000000000
Stock_41642,134.0000000000000000
Stock_63261,273.0000000000000000
Stock_9020,446.0000000000000000
Stock_51050,288.0000000000000000
Stock_18648,252.0000000000000000
Stock_61208,347.0000000000000000
Stock_54534,208.0000000000000000
Stock_32973,196.0000000000000000
Stock_3564,69.0000000000000000
Stock_32862,99.0000000000000000
Stock_56089,368.0000000000000000
Stock_48391,410.0000000000000000
Stock_24119,477.0000000000000000
Stock_8246,404.0000000000000000
Stock_31436,356.0000000000000000
Stock_58335,414.0000000000000000
Stock_2672,111.0000000000000000
Stock_43059,296.0000000000000000
Stock_36134,110.0000000000000000
Stock_47829,371.0000000000000000
Stock_53641,93.0000000000000000
Stock_41938,56.0000000000000000
Stock_20198,257.0000000000000000
Stock_38946,99.0000000000000000
Stock_27402,481.0000000000000000
Stock_24277,368.0000000000000000
Stock_68230,275.0000000000000000
Stock_25903,316.0000000000000000
Stock_29267,416.0000000000000000
Stock_57941,144.0000000000000000
Stock_25955,358.0000000000000000
Stock_7066,193.0000000000000000
Stock_40718,73.0000000000000000
Stock_6218,76.5000000000000000
Stock_56793,375.0000000000000000
Stock_69118,492.0000000000000000
Stock_16397,392.5000000000000000
Stock_56340,410.0000000000000000
Stock_50828,88.5000000000000000
Stock_48688,297.0000000000000000
Stock_42329,82.0000000000000000
Stock_66189,289.0000000000000000
Stock_27465,452.0000000000000000
Stock_5644,203.0000000000000000
Stock_35634,384.0000000000000000
Stock_27162,125.0000000000000000
Stock_49078,322.0000000000000000
Stock_44629,432.5000000000000000
Stock_43251,197.0000000000000000
Stock_31538,167.0000000000000000
Stock_17112,291.0000000000000000
Stock_35026,455.0000000000000000
Stock_40812,50.0000000000000000
Stock_29982,495.0000000000000000
Stock_53257,171.0000000000000000
Stock_23151,230.0000000000000000
Stock_36991,434.0000000000000000
Stock_26750,353.0000000000000000
Stock_10502,258.0000000000000000
Stock_41232,121.0000000000000000
Stock_61307,307.0000000000000000
Stock_40861,202.0000000000000000
Stock_113,460.0000000000000000
Stock_29340,381.5000000000000000
Stock_37643,390.0000000000000000
Stock_12374,303.0000000000000000
Stock_15543,139.0000000000000000
Stock_39612,428.0000000000000000
Stock_24063,145.0000000000000000
Stock_64637,322.0000000000000000
Stock_11004,147.0000000000000000
Stock_33621,456.0000000000000000
Stock_15796,206.0000000000000000
Stock_5357,105.0000000000000000
Stock_11533,441.5000000000000000
Stock_59514,262.0000000000000000
Stock_41000,208.0000000000000000
Stock_4713,185.0000000000000000
Stock_9590,280.0000000000000000
Stock_41417,247.0000000000000000
Stock_45045,66.0000000000000000
Stock_17807,487.0000000000000000
Stock_43800,453.0000000000000000
Stock_16192,303.0000000000000000
Stock_16706,193.0000000000000000
Stock_2866,407.0000000000000000
Stock_8778,187.0000000000000000
Stock_52393,53.0000000000000000
Stock_9073,289.0000000000000000
Stock_39347,377.5000000000000000
Stock_50993,426.0000000000000000
Stock_22957,384.0000000000000000
Stock_29538,489.0000000000000000
Stock_6116,379.0000000000000000
Stock_30943,128.0000000000000000
Stock_65143,192.0000000000000000
Stock_35268,159.0000000000000000
Stock_28782,252.0000000000000000
Stock_47326,332.0000000000000000
Stock_51226,440.0000000000000000
Stock_64928,441.0000000000000000
Stock_24984,142.0000000000000000
Stock_10195,346.0000000000000000
Stock_19407,177.0000000000000000
Stock_66785,114.0000000000000000
Stock_9493,140.0000000000000000
Stock_24478,106.0000000000000000
Stock_30599,96.5000000000000000
Stock_26101,424.0000000000000000
Stock_55734,313.0000000000000000
Stock_55661,349.0000000000000000
Stock_49797,363.0000000000000000
Stock_53015,390.0000000000000000
Stock_6657,409.0000000000000000
Stock_27369,348.0000000000000000
Stock_14254,348.0000000000000000
Stock_47253,331.0000000000000000
Stock_1685,422.0000000000000000
Stock_18901,317.0000000000000000
Stock_1357,63.0000000000000000
Stock_65609,248.0000000000000000
Stock_6610,135.0000000000000000
Stock_154,457.0000000000000000
Stock_25718,230.0000000000000000
Stock_66668,468.0000000000000000
Stock_13359,197.0000000000000000
Stock_43925,464.5000000000000000
Stock_67599,332.0000000000000000
Stock_33824,464.0000000000000000
Stock_46583,272.5000000000000000
Stock_14731,473.0000000000000000
Stock_15880,413.0000000000000000
Stock_35238,152.0000000000000000
Stock_26705,369.0000000000000000
Stock_14689,476.0000000000000000
Stock_37597,296.0000000000000000
Stock_62361,133.0000000000000000
Stock_17630,101.0000000000000000
Stock_60297,407.0000000000000000
Stock_7117,216.0000000000000000
Stock_37622,322.0000000000000000
Stock_59232,214.0000000000000000
Stock_60319,420.0000000000000000
Stock_65722,212.0000000000000000
Stock_36199,138.0000000000000000
Stock_38674,325.0000000000000000
Stock_69622,426.0000000000000000
Stock_59721,128.0000000000000000
Stock_64746,468.0000000000000000
Stock_12964,122.0000000000000000
Stock_62822,461.0000000000000000
Stock_43397,239.0000000000000000
Stock_41344,69.0000000000000000
Stock_34242,477.0000000000000000
Stock_8165,229.0000000000000000
Stock_30725,154.0000000000000000
Stock_45636,284.0000000000000000
Stock_2761,400.0000000000000000
Stock_47985,140.0000000000000000
Stock_56891,492.0000000000000000
Stock_11998,441.0000000000000000
Stock_3562,122.0000000000000000
Stock_18450,422.0000000000000000
Stock_39726,219.0000000000000000
Stock_33357,345.0000000000000000
Stock_36924,63.0000000000000000
Stock_39437,249.0000000000000000
Stock_24611,380.0000000000000000
Stock_38239,135.0000000000000000
Stock_53199,110.0000000000000000
Stock_60346,412.0000000000000000
Stock_68752,233.0000000000000000
Stock_51849,396.0000000000000000
Stock_9481,301.0000000000000000
Stock_14344,368.0000000000000000
Stock_20131,69.0000000000000000
Stock_49767,246.0000000000000000
Stock_9516,115.0000000000000000
Stock_26693,214.0000000000000000
Stock_10728,99.0000000000000000
Stock_49766,140.0000000000000000
Stock_30529,466.0000000000000000
Stock_69858,484.0000000000000000
Stock_25432,356.0000000000000000
Stock_69725,323.0000000000000000
Stock_54387,107.0000000000000000
Stock_9169,95.0000000000000000
Stock_5307,372.0000000000000000
Stock_18613,367.5000000000000000
Stock_60453,228.0000000000000000
Stock_25721,146.0000000000000000
Stock_22069,440.0000000000000000
Stock_2447,355.0000000000000000
Stock_46615,51.0000000000000000
Stock_30099,113.0000000000000000
Stock_56554,257.0000000000000000
Stock_41723,240.5000000000000000
Stock_60152,129.0000000000000000
Stock_26621,324.0000000000000000
Stock_61946,244.0000000000000000
Stock_46468,86.0000000000000000
Stock_36209,445.0000000000000000
Stock_59471,117.0000000000000000
Stock_55138,270.5000000000000000
Stock_46149,357.0000000000000000
Stock_54872,391.0000000000000000
Stock_9793,295.0000000000000000
Stock_46875,171.0000000000000000
Stock_4071,78.0000000000000000
Stock_29311,58.5000000000000000
Stock_13485,499.0000000000000000
Stock_53400,347.0000000000000000
Stock_54248,491.0000000000000000
Stock_65788,120.0000000000000000
Stock_35146,84.5000000000000000
Stock_34385,93.0000000000000000
Stock_31957,341.0000000000000000
Stock_927,352.0000000000000000
Stock_5805,389.0000000000000000
Stock_51536,275.0000000000000000
Stock_24839,91.0000000000000000
Stock_14251,314.0000000000000000
Stock_50172,497.0000000000000000
Stock_64502,364.0000000000000000
Stock_16360,82.0000000000000000
Stock_25991,78.0000000000000000
Stock_62634,224.0000000000000000
Stock_11416,344.0000000000000000
Stock_54985,487.0000000000000000
Stock_7963,325.0000000000000000
Stock_63251,218.0000000000000000
Stock_53879,392.0000000000000000
Stock_39185,432.0000000000000000
Stock_16991,194.0000000000000000
Stock_46188,178.0000000000000000
Stock_20232,183.0000000000000000
Stock_66740,218.0000000000000000
Stock_10780,157.0000000000000000
Stock_59448,378.5000000000000000
Stock_63152,74.0000000000000000
Stock_39843,310.0000000000000000
Stock_17219,164.0000000000000000
Stock_51100,159.0000000000000000
Stock_39100,139.0000000000000000
Stock_67532,296.0000000000000000
Stock_36721,375.0000000000000000
Stock_41428,443.0000000000000000
Stock_21796,244.0000000000000000
Stock_19859,436.0000000000000000
Stock_9720,290.0000000000000000
Stock_13261,254.0000000000000000
Stock_51714,380.0000000000000000
Stock_38742,500.0000000000000000
Stock_33134,370.0000000000000000
Stock_19391,292.0000000000000000
Stock_69201,222.0000000000000000
Stock_4785,54.5000000000000000
Stock_42080,78.0000000000000000
Stock_34040,52.0000000000000000
Stock_55763,498.0000000000000000
Stock_69436,96.0000000000000000
Stock_57228,307.0000000000000000
Stock_58868,397.0000000000000000
Stock_44269,293.5000000000000000
Stock_27192,104.0000000000000000
Stock_27810,394.0000000000000000
Stock_66895,451.0000000000000000
Stock_23746,149.0000000000000000
Stock_63966,372.0000000000000000
Stock_32894,475.0000000000000000
Stock_21955,254.0000000000000000
Stock_21008,68.0000000000000000
Stock_15495,465.0000000000000000
Stock_53470,91.0000000000000000
Stock_47996,122.0000000000000000
Stock_7248,362.0000000000000000
Stock_67696,83.0000000000000000
Stock_12181,385.0000000000000000
Stock_39957,124.0000000000000000
Stock_26562,430.0000000000000000
Stock_10105,91.0000000000000000
Stock_43169,332.0000000000000000
Stock_39163,320.0000000000000000
Stock_51448,62.0000000000000000
Stock_7927,419.0000000000000000
Stock_6125,374.0000000000000000
Stock_69973,481.0000000000000000
Stock_15140,445.0000000000000000
Stock_26332,134.0000000000000000
Stock_49352,374.5000000000000000
Stock_57672,396.0000000000000000
Stock_67509,393.0000000000000000
Stock_62475,419.0000000000000000
Stock_60110,422.5000000000000000
Stock_69496,135.0000000000000000
Stock_59238,369.0000000000000000
Stock_57690,378.0000000000000000
Stock_52601,111.0000000000000000
Stock_46395,377.0000000000000000
Stock_13114,225.0000000000000000
Stock_12629,143.0000000000000000
Stock_36424,172.0000000000000000
Stock_64727,385.0000000000000000
Stock_64971,349.0000000000000000
Stock_35710,455.0000000000000000
Stock_16500,241.0000000000000000
Stock_63332,269.0000000000000000
Stock_22385,427.0000000000000000
Stock_34320,421.0000000000000000
Stock_22423,217.0000000000000000
Stock_64797,66.0000000000000000
Stock_24734,498.0000000000000000
Stock_10344,375.0000000000000000
Stock_8242,415.0000000000000000
Stock_2226,267.0000000000000000
Stock_9105,65.0000000000000000
Stock_43406,75.0000000000000000
Stock_61229,228.0000000000000000
Stock_32414,127.0000000000000000
Stock_65832,115.0000000000000000
Stock_10546,315.0000000000000000
Stock_7802,322.0000000000000000
Stock_37441,478.0000000000000000
Stock_21431,278.0000000000000000
Stock_12810,61.0000000000000000
Stock_16399,167.0000000000000000
Stock_67961,182.0000000000000000
Stock_39921,482.0000000000000000
Stock_65650,431.0000000000000000
Stock_57405,376.0000000000000000
Stock_68927,72.0000000000000000
Stock_40570,144.0000000000000000
