stocksymbol,stock_name,avg
s8484,Stock_8484,283.0000000000000000
s7060,Stock_7060,217.0000000000000000
s40304,Stock_40304,207.5000000000000000
s4691,Stock_4691,204.5000000000000000
s22059,Stock_22059,320.5000000000000000
s31870,Stock_31870,51.5000000000000000
s41153,Stock_41153,314.0000000000000000
s29211,Stock_29211,496.0000000000000000
s15790,Stock_15790,359.0000000000000000
s10622,Stock_10622,239.5000000000000000
s32640,Stock_32640,155.5000000000000000
s591,Stock_591,320.0000000000000000
s32865,Stock_32865,388.0000000000000000
s45201,Stock_45201,363.5000000000000000
s4575,Stock_4575,377.0000000000000000
s17812,Stock_17812,192.0000000000000000
s29283,Stock_29283,94.0000000000000000
s19817,Stock_19817,230.5000000000000000
s798,Stock_798,408.5000000000000000
s25431,Stock_25431,144.5000000000000000
s31451,Stock_31451,235.5000000000000000
s3599,Stock_3599,361.5000000000000000
s30008,Stock_30008,338.5000000000000000
s30374,Stock_30374,283.5000000000000000
s36729,Stock_36729,440.5000000000000000
s11106,Stock_11106,245.5000000000000000
s34221,Stock_34221,72.5000000000000000
s42640,Stock_42640,52.0000000000000000
s34773,Stock_34773,311.0000000000000000
s6384,Stock_6384,429.0000000000000000
s37097,Stock_37097,241.0000000000000000
s2765,Stock_2765,462.5000000000000000
s24304,Stock_24304,359.5000000000000000
s40377,Stock_40377,250.0000000000000000
s777,Stock_777,439.5000000000000000
s29785,Stock_29785,408.5000000000000000
s44902,Stock_44902,212.5000000000000000
s7358,Stock_7358,472.0000000000000000
s31695,Stock_31695,260.0000000000000000
s40155,Stock_40155,290.5000000000000000
s13665,Stock_13665,173.5000000000000000
s5251,Stock_5251,80.5000000000000000
s7385,Stock_7385,497.0000000000000000
s40736,Stock_40736,67.0000000000000000
s21451,Stock_21451,177.5000000000000000
s24875,Stock_24875,76.0000000000000000
s10402,Stock_10402,434.0000000000000000
s27616,Stock_27616,137.0000000000000000
s36154,Stock_36154,88.5000000000000000
s6669,Stock_6669,253.0000000000000000
s38047,Stock_38047,313.5000000000000000
s10676,Stock_10676,265.5000000000000000
s42257,Stock_42257,301.0000000000000000
s29327,Stock_29327,259.5000000000000000
s2182,Stock_2182,74.0000000000000000
s22196,Stock_22196,328.0000000000000000
s47183,Stock_47183,299.5000000000000000
s11732,Stock_11732,283.5000000000000000
s21294,Stock_21294,248.5000000000000000
s18774,Stock_18774,468.5000000000000000
s32830,Stock_32830,197.0000000000000000
s16379,Stock_16379,349.0000000000000000
s35372,Stock_35372,474.0000000000000000
s15631,Stock_15631,258.5000000000000000
s13770,Stock_13770,168.5000000000000000
s3543,Stock_3543,239.5000000000000000
s23402,Stock_23402,85.5000000000000000
s32571,Stock_32571,463.0000000000000000
s32971,Stock_32971,331.5000000000000000
s22946,Stock_22946,168.5000000000000000
s33731,Stock_33731,161.5000000000000000
s13289,Stock_13289,444.5000000000000000
s35832,Stock_35832,491.0000000000000000
s21783,Stock_21783,234.5000000000000000
s29747,Stock_29747,362.5000000000000000
s30528,Stock_30528,189.5000000000000000
s32534,Stock_32534,314.0000000000000000
s14200,Stock_14200,75.5000000000000000
s26086,Stock_26086,89.0000000000000000
s11028,Stock_11028,291.5000000000000000
s35331,Stock_35331,458.5000000000000000
s19210,Stock_19210,269.5000000000000000
s1775,Stock_1775,280.0000000000000000
s21160,Stock_21160,440.5000000000000000
s10654,Stock_10654,147.5000000000000000
s18270,Stock_18270,159.5000000000000000
s8436,Stock_8436,340.5000000000000000
s48176,Stock_48176,412.0000000000000000
s24964,Stock_24964,105.5000000000000000
s47617,Stock_47617,479.0000000000000000
s2335,Stock_2335,381.5000000000000000
s21315,Stock_21315,436.5000000000000000
s22170,Stock_22170,384.5000000000000000
s43217,Stock_43217,115.0000000000000000
s27742,Stock_27742,360.0000000000000000
s6009,Stock_6009,97.0000000000000000
s14060,Stock_14060,146.0000000000000000
s40076,Stock_40076,380.0000000000000000
s156,Stock_156,351.0000000000000000
s19051,Stock_19051,312.0000000000000000
s6339,Stock_6339,230.5000000000000000
s39989,Stock_39989,119.0000000000000000
s1327,Stock_1327,428.5000000000000000
s27264,Stock_27264,403.5000000000000000
s25187,Stock_25187,210.5000000000000000
s29661,Stock_29661,441.5000000000000000
s20660,Stock_20660,232.5000000000000000
s8163,Stock_8163,489.5000000000000000
s17441,Stock_17441,269.5000000000000000
s47364,Stock_47364,112.0000000000000000
s48972,Stock_48972,451.5000000000000000
s14874,Stock_14874,148.0000000000000000
s17419,Stock_17419,129.5000000000000000
s40490,Stock_40490,431.5000000000000000
s19945,Stock_19945,480.0000000000000000
s36358,Stock_36358,386.0000000000000000
s18708,Stock_18708,173.0000000000000000
s23969,Stock_23969,241.5000000000000000
s39247,Stock_39247,210.5000000000000000
s46208,Stock_46208,407.0000000000000000
s6532,Stock_6532,332.5000000000000000
s7392,Stock_7392,318.0000000000000000
s44600,Stock_44600,372.0000000000000000
s10979,Stock_10979,98.0000000000000000
s34272,Stock_34272,163.5000000000000000
s7582,Stock_7582,131.0000000000000000
s12173,Stock_12173,231.5000000000000000
s16114,Stock_16114,240.5000000000000000
s32670,Stock_32670,314.0000000000000000
s32072,Stock_32072,235.5000000000000000
s42452,Stock_42452,390.0000000000000000
s3345,Stock_3345,347.0000000000000000
s17358,Stock_17358,249.0000000000000000
s19405,Stock_19405,311.0000000000000000
s13848,Stock_13848,276.0000000000000000
s30613,Stock_30613,445.5000000000000000
s5059,Stock_5059,226.5000000000000000
s26152,Stock_26152,498.5000000000000000
s21127,Stock_21127,355.5000000000000000
s30724,Stock_30724,144.0000000000000000
s22917,Stock_22917,327.5000000000000000
s2140,Stock_2140,457.5000000000000000
s9462,Stock_9462,81.0000000000000000
s3140,Stock_3140,181.0000000000000000
s24970,Stock_24970,112.5000000000000000
s24096,Stock_24096,296.5000000000000000
s28491,Stock_28491,422.0000000000000000
s19310,Stock_19310,332.0000000000000000
s24393,Stock_24393,173.5000000000000000
s19813,Stock_19813,365.5000000000000000
s25717,Stock_25717,178.5000000000000000
s47849,Stock_47849,83.0000000000000000
s6644,Stock_6644,140.5000000000000000
s25915,Stock_25915,55.5000000000000000
s8917,Stock_8917,366.5000000000000000
s37939,Stock_37939,499.5000000000000000
s3882,Stock_3882,352.0000000000000000
s35367,Stock_35367,320.5000000000000000
s27696,Stock_27696,410.5000000000000000
s32170,Stock_32170,79.5000000000000000
s7844,Stock_7844,263.5000000000000000
s35855,Stock_35855,230.5000000000000000
s29385,Stock_29385,149.0000000000000000
s35967,Stock_35967,294.0000000000000000
s5865,Stock_5865,432.0000000000000000
s23574,Stock_23574,212.5000000000000000
s9331,Stock_9331,181.5000000000000000
s26797,Stock_26797,295.0000000000000000
s23916,Stock_23916,480.0000000000000000
s28514,Stock_28514,102.5000000000000000
s5491,Stock_5491,398.5000000000000000
s6811,Stock_6811,286.5000000000000000
s17348,Stock_17348,432.0000000000000000
s47215,Stock_47215,472.0000000000000000
s48647,Stock_48647,150.5000000000000000
s23953,Stock_23953,451.5000000000000000
s47469,Stock_47469,354.0000000000000000
s39483,Stock_39483,116.0000000000000000
s35913,Stock_35913,425.5000000000000000
s8591,Stock_8591,197.5000000000000000
s48562,Stock_48562,348.5000000000000000
s28789,Stock_28789,72.5000000000000000
s32678,Stock_32678,488.5000000000000000
s21709,Stock_21709,436.5000000000000000
s21613,Stock_21613,397.5000000000000000
s19,Stock_19,202.0000000000000000
s32498,Stock_32498,411.0000000000000000
s43042,Stock_43042,245.0000000000000000
s32963,Stock_32963,101.0000000000000000
s35789,Stock_35789,400.0000000000000000
s17749,Stock_17749,187.5000000000000000
s49431,Stock_49431,286.5000000000000000
s25098,Stock_25098,461.0000000000000000
s7616,Stock_7616,143.5000000000000000
s7899,Stock_7899,194.5000000000000000
s11426,Stock_11426,276.0000000000000000
s29745,Stock_29745,135.5000000000000000
s9948,Stock_9948,406.0000000000000000
s48360,Stock_48360,457.0000000000000000
s45286,Stock_45286,176.5000000000000000
s8097,Stock_8097,296.0000000000000000
s10778,Stock_10778,406.5000000000000000
s15097,Stock_15097,99.5000000000000000
s27165,Stock_27165,277.5000000000000000
s38402,Stock_38402,169.5000000000000000
s17831,Stock_17831,487.5000000000000000
s3998,Stock_3998,129.5000000000000000
s9973,Stock_9973,84.5000000000000000
s39707,Stock_39707,379.5000000000000000
s45947,Stock_45947,227.0000000000000000
s23638,Stock_23638,77.5000000000000000
s27163,Stock_27163,445.0000000000000000
s13850,Stock_13850,301.0000000000000000
s2627,Stock_2627,487.0000000000000000
s43022,Stock_43022,399.5000000000000000
s21367,Stock_21367,51.5000000000000000
s27930,Stock_27930,116.5000000000000000
s38391,Stock_38391,386.5000000000000000
s31104,Stock_31104,179.0000000000000000
s20348,Stock_20348,101.0000000000000000
s12235,Stock_12235,378.5000000000000000
s49059,Stock_49059,224.0000000000000000
s4378,Stock_4378,113.5000000000000000
s10481,Stock_10481,426.5000000000000000
s47830,Stock_47830,334.5000000000000000
s28704,Stock_28704,414.5000000000000000
s37953,Stock_37953,112.0000000000000000
s37617,Stock_37617,494.5000000000000000
s18937,Stock_18937,155.5000000000000000
s30856,Stock_30856,290.0000000000000000
s21453,Stock_21453,432.5000000000000000
s40209,Stock_40209,144.0000000000000000
s41421,Stock_41421,183.5000000000000000
s43771,Stock_43771,129.5000000000000000
s29435,Stock_29435,427.0000000000000000
s16643,Stock_16643,129.0000000000000000
s39307,Stock_39307,328.0000000000000000
s44818,Stock_44818,481.0000000000000000
s12779,Stock_12779,428.0000000000000000
s10940,Stock_10940,427.5000000000000000
s39280,Stock_39280,130.5000000000000000
s31412,Stock_31412,326.5000000000000000
s44777,Stock_44777,416.5000000000000000
s46587,Stock_46587,373.0000000000000000
s28781,Stock_28781,388.0000000000000000
s22792,Stock_22792,194.5000000000000000
s46204,Stock_46204,390.0000000000000000
s15524,Stock_15524,348.5000000000000000
s40643,Stock_40643,414.0000000000000000
s23587,Stock_23587,431.0000000000000000
s3113,Stock_3113,350.0000000000000000
s43551,Stock_43551,130.0000000000000000
s24178,Stock_24178,143.0000000000000000
s23076,Stock_23076,176.5000000000000000
s14157,Stock_14157,157.0000000000000000
s32756,Stock_32756,316.0000000000000000
s19428,Stock_19428,162.0000000000000000
s9222,Stock_9222,181.0000000000000000
s32268,Stock_32268,171.5000000000000000
s12135,Stock_12135,344.5000000000000000
s29277,Stock_29277,470.5000000000000000
s6269,Stock_6269,194.5000000000000000
s21594,Stock_21594,103.0000000000000000
s32309,Stock_32309,413.5000000000000000
s13725,Stock_13725,236.0000000000000000
s31325,Stock_31325,216.0000000000000000
s18393,Stock_18393,439.5000000000000000
s18308,Stock_18308,185.5000000000000000
s39021,Stock_39021,294.5000000000000000
s29205,Stock_29205,401.5000000000000000
s17250,Stock_17250,206.0000000000000000
s14559,Stock_14559,171.5000000000000000
s7614,Stock_7614,260.5000000000000000
s19708,Stock_19708,326.0000000000000000
s9026,Stock_9026,111.0000000000000000
s2951,Stock_2951,393.0000000000000000
s7871,Stock_7871,400.5000000000000000
s2359,Stock_2359,273.0000000000000000
s10458,Stock_10458,476.0000000000000000
s29729,Stock_29729,452.5000000000000000
s30769,Stock_30769,318.0000000000000000
s32938,Stock_32938,467.5000000000000000
s14159,Stock_14159,94.5000000000000000
s49400,Stock_49400,80.5000000000000000
s44825,Stock_44825,101.0000000000000000
s39945,Stock_39945,104.5000000000000000
s27486,Stock_27486,334.0000000000000000
s16911,Stock_16911,107.5000000000000000
s48683,Stock_48683,400.5000000000000000
s29379,Stock_29379,305.5000000000000000
s38770,Stock_38770,319.0000000000000000
s41812,Stock_41812,66.0000000000000000
s49566,Stock_49566,498.5000000000000000
s14243,Stock_14243,281.5000000000000000
s33317,Stock_33317,129.5000000000000000
s9273,Stock_9273,334.0000000000000000
s4642,Stock_4642,331.5000000000000000
s45581,Stock_45581,90.0000000000000000
s20226,Stock_20226,331.5000000000000000
s25367,Stock_25367,266.0000000000000000
s12982,Stock_12982,475.5000000000000000
s3976,Stock_3976,357.0000000000000000
s25694,Stock_25694,333.5000000000000000
s1665,Stock_1665,409.5000000000000000
s10632,Stock_10632,175.0000000000000000
s35539,Stock_35539,373.5000000000000000
s35850,Stock_35850,99.5000000000000000
s24367,Stock_24367,218.5000000000000000
s44795,Stock_44795,358.5000000000000000
s43665,Stock_43665,491.0000000000000000
s23086,Stock_23086,192.0000000000000000
s30933,Stock_30933,161.0000000000000000
s41306,Stock_41306,168.0000000000000000
s27438,Stock_27438,293.5000000000000000
s10214,Stock_10214,451.0000000000000000
s19396,Stock_19396,287.0000000000000000
s19757,Stock_19757,246.5000000000000000
s5365,Stock_5365,68.0000000000000000
s16698,Stock_16698,361.5000000000000000
s47169,Stock_47169,127.0000000000000000
s35778,Stock_35778,372.0000000000000000
s16248,Stock_16248,214.5000000000000000
s41509,Stock_41509,142.0000000000000000
s42006,Stock_42006,426.0000000000000000
s2282,Stock_2282,458.5000000000000000
s27678,Stock_27678,185.0000000000000000
s4810,Stock_4810,59.0000000000000000
s9219,Stock_9219,438.5000000000000000
s49937,Stock_49937,292.5000000000000000
s39768,Stock_39768,376.5000000000000000
s13867,Stock_13867,359.5000000000000000
s46096,Stock_46096,341.0000000000000000
s6483,Stock_6483,103.0000000000000000
s2995,Stock_2995,255.0000000000000000
s25177,Stock_25177,415.5000000000000000
s4582,Stock_4582,400.5000000000000000
s35474,Stock_35474,232.0000000000000000
s31076,Stock_31076,342.5000000000000000
s17838,Stock_17838,50.5000000000000000
s6068,Stock_6068,176.5000000000000000
s46013,Stock_46013,334.0000000000000000
s4497,Stock_4497,240.0000000000000000
s35896,Stock_35896,177.5000000000000000
s4522,Stock_4522,395.0000000000000000
s15575,Stock_15575,286.0000000000000000
s20295,Stock_20295,101.5000000000000000
s53,Stock_53,252.5000000000000000
s22167,Stock_22167,144.0000000000000000
s26004,Stock_26004,187.5000000000000000
s27491,Stock_27491,424.0000000000000000
s9481,Stock_9481,167.0000000000000000
s48027,Stock_48027,425.5000000000000000
s16162,Stock_16162,205.5000000000000000
s857,Stock_857,445.0000000000000000
s7222,Stock_7222,421.5000000000000000
s1942,Stock_1942,498.0000000000000000
s13388,Stock_13388,472.0000000000000000
s38634,Stock_38634,384.0000000000000000
s25636,Stock_25636,57.5000000000000000
s41316,Stock_41316,393.5000000000000000
s39545,Stock_39545,121.5000000000000000
s5158,Stock_5158,228.0000000000000000
s33896,Stock_33896,141.5000000000000000
s38067,Stock_38067,213.5000000000000000
s21276,Stock_21276,329.5000000000000000
s10134,Stock_10134,261.0000000000000000
s2552,Stock_2552,193.0000000000000000
s256,Stock_256,308.5000000000000000
s9993,Stock_9993,398.5000000000000000
s9843,Stock_9843,51.5000000000000000
s38998,Stock_38998,206.0000000000000000
s17570,Stock_17570,111.5000000000000000
s42087,Stock_42087,69.5000000000000000
s46561,Stock_46561,159.5000000000000000
s37179,Stock_37179,80.0000000000000000
s43583,Stock_43583,312.5000000000000000
s15155,Stock_15155,319.0000000000000000
s23590,Stock_23590,381.5000000000000000
s39642,Stock_39642,461.0000000000000000
s35996,Stock_35996,448.5000000000000000
s27775,Stock_27775,72.5000000000000000
s41141,Stock_41141,377.0000000000000000
s12565,Stock_12565,426.5000000000000000
s13060,Stock_13060,313.5000000000000000
s45126,Stock_45126,190.5000000000000000
s40725,Stock_40725,225.0000000000000000
s2255,Stock_2255,186.0000000000000000
s37830,Stock_37830,187.5000000000000000
s46198,Stock_46198,136.0000000000000000
s49430,Stock_49430,95.0000000000000000
s45074,Stock_45074,250.0000000000000000
s9218,Stock_9218,164.5000000000000000
s48899,Stock_48899,100.0000000000000000
s30436,Stock_30436,186.5000000000000000
s22138,Stock_22138,210.5000000000000000
s3504,Stock_3504,120.5000000000000000
s35929,Stock_35929,219.0000000000000000
s17763,Stock_17763,57.0000000000000000
s10407,Stock_10407,481.0000000000000000
s36996,Stock_36996,262.0000000000000000
s12739,Stock_12739,257.5000000000000000
s9660,Stock_9660,275.5000000000000000
s12358,Stock_12358,237.0000000000000000
s4836,Stock_4836,499.0000000000000000
s5962,Stock_5962,97.5000000000000000
s26498,Stock_26498,385.0000000000000000
s31763,Stock_31763,288.0000000000000000
s19998,Stock_19998,374.5000000000000000
s9267,Stock_9267,250.5000000000000000
s6509,Stock_6509,454.5000000000000000
s20341,Stock_20341,293.0000000000000000
s26368,Stock_26368,296.0000000000000000
s15070,Stock_15070,436.0000000000000000
s20999,Stock_20999,201.0000000000000000
s2063,Stock_2063,300.5000000000000000
s18748,Stock_18748,261.5000000000000000
s41118,Stock_41118,312.5000000000000000
s49800,Stock_49800,195.5000000000000000
s21387,Stock_21387,211.5000000000000000
s24377,Stock_24377,300.5000000000000000
s17851,Stock_17851,376.0000000000000000
s12666,Stock_12666,357.0000000000000000
s40445,Stock_40445,56.0000000000000000
s38976,Stock_38976,422.5000000000000000
s44355,Stock_44355,207.5000000000000000
s8970,Stock_8970,430.5000000000000000
s16841,Stock_16841,426.5000000000000000
s45464,Stock_45464,441.0000000000000000
s28203,Stock_28203,203.0000000000000000
s39071,Stock_39071,97.0000000000000000
s15742,Stock_15742,284.5000000000000000
s19694,Stock_19694,197.5000000000000000
s12821,Stock_12821,190.5000000000000000
s35262,Stock_35262,225.0000000000000000
s14624,Stock_14624,373.5000000000000000
s15606,Stock_15606,261.0000000000000000
s9648,Stock_9648,430.0000000000000000
s25565,Stock_25565,72.0000000000000000
s7313,Stock_7313,356.0000000000000000
s39493,Stock_39493,397.5000000000000000
s1631,Stock_1631,496.0000000000000000
s29642,Stock_29642,325.5000000000000000
s35889,Stock_35889,222.5000000000000000
s13181,Stock_13181,280.5000000000000000
s16584,Stock_16584,486.0000000000000000
s38,Stock_38,407.5000000000000000
s18883,Stock_18883,178.5000000000000000
s19701,Stock_19701,165.0000000000000000
s7863,Stock_7863,170.0000000000000000
s20171,Stock_20171,496.0000000000000000
s57,Stock_57,495.5000000000000000
s1280,Stock_1280,261.5000000000000000
s22184,Stock_22184,426.0000000000000000
s15791,Stock_15791,436.5000000000000000
s262,Stock_262,243.5000000000000000
s1495,Stock_1495,53.0000000000000000
s12595,Stock_12595,343.0000000000000000
s10889,Stock_10889,378.5000000000000000
s5640,Stock_5640,77.5000000000000000
s30537,Stock_30537,452.5000000000000000
s46934,Stock_46934,339.0000000000000000
s7688,Stock_7688,348.5000000000000000
s46061,Stock_46061,456.5000000000000000
s11635,Stock_11635,129.5000000000000000
s36575,Stock_36575,476.0000000000000000
s17112,Stock_17112,279.5000000000000000
s25155,Stock_25155,297.0000000000000000
s36230,Stock_36230,418.0000000000000000
s38029,Stock_38029,490.5000000000000000
s6953,Stock_6953,321.5000000000000000
s9910,Stock_9910,66.0000000000000000
s37040,Stock_37040,492.0000000000000000
s5201,Stock_5201,233.5000000000000000
s43091,Stock_43091,52.5000000000000000
s40093,Stock_40093,471.5000000000000000
s31830,Stock_31830,443.0000000000000000
s33536,Stock_33536,278.5000000000000000
s44513,Stock_44513,247.0000000000000000
s21784,Stock_21784,248.0000000000000000
s26335,Stock_26335,56.0000000000000000
s22091,Stock_22091,356.5000000000000000
s2513,Stock_2513,437.0000000000000000
s5087,Stock_5087,484.5000000000000000
s27063,Stock_27063,111.0000000000000000
s7231,Stock_7231,353.0000000000000000
s38788,Stock_38788,221.0000000000000000
s11630,Stock_11630,432.0000000000000000
s6839,Stock_6839,335.5000000000000000
s28730,Stock_28730,384.0000000000000000
s4226,Stock_4226,310.0000000000000000
s31658,Stock_31658,213.5000000000000000
s26512,Stock_26512,362.5000000000000000
s32821,Stock_32821,289.0000000000000000
s37105,Stock_37105,343.5000000000000000
s9595,Stock_9595,115.0000000000000000
s48443,Stock_48443,143.5000000000000000
s33922,Stock_33922,212.5000000000000000
s35693,Stock_35693,84.0000000000000000
s15538,Stock_15538,193.5000000000000000
s49674,Stock_49674,62.5000000000000000
s8406,Stock_8406,241.5000000000000000
s3162,Stock_3162,395.0000000000000000
s43906,Stock_43906,286.5000000000000000
s25267,Stock_25267,434.5000000000000000
s26153,Stock_26153,440.5000000000000000
s9845,Stock_9845,80.5000000000000000
s7777,Stock_7777,243.5000000000000000
s18456,Stock_18456,458.0000000000000000
s5888,Stock_5888,466.0000000000000000
s49368,Stock_49368,54.5000000000000000
s41624,Stock_41624,466.5000000000000000
s45960,Stock_45960,372.0000000000000000
s29707,Stock_29707,175.0000000000000000
s18259,Stock_18259,259.5000000000000000
s40799,Stock_40799,267.0000000000000000
s29384,Stock_29384,424.5000000000000000
s25180,Stock_25180,269.5000000000000000
s37505,Stock_37505,309.5000000000000000
s30212,Stock_30212,67.5000000000000000
s9510,Stock_9510,364.5000000000000000
s43998,Stock_43998,257.5000000000000000
s18709,Stock_18709,457.0000000000000000
s6741,Stock_6741,232.0000000000000000
s2242,Stock_2242,186.5000000000000000
